"","DIRECTORIO","SECUENCIA_P","CLASE","CANT_HOGARES_VIVIENDA","P2102","P1070","P4005","P4015","P4567","P8520S1A1","P8520S5","P8520S3","P8520S4"
"55641",7736074,1,1,1,1,2,1,6,6,2,1,1,1
"55642",7736075,1,1,1,4,1,1,4,4,3,1,1,1
"55643",7736076,1,1,1,3,2,1,6,3,2,1,1,1
"55644",7736077,1,2,1,3,1,1,4,2,3,1,1,1
"55645",7736078,1,2,1,3,1,1,4,3,2,1,1,1
"55646",7736079,1,1,1,4,1,1,4,2,3,1,1,1
"55647",7736080,1,2,1,4,1,1,4,3,2,1,1,1
"55648",7736081,1,2,1,4,1,1,4,3,2,1,1,1
"55649",7736082,1,1,1,1,1,1,4,4,2,1,1,1
"55650",7736083,1,1,1,1,2,1,4,3,2,1,1,1
"55651",7736084,1,2,1,4,1,1,4,3,1,1,1,1
"55652",7736085,1,2,1,4,1,1,4,3,2,1,1,1
"55653",7736086,1,2,1,4,1,1,4,2,2,1,1,1
"55654",7736087,1,1,1,3,1,1,4,1,2,1,1,1
"55655",7736088,1,1,1,1,2,1,4,4,2,1,1,1
"55656",7736089,1,1,1,1,3,1,6,4,2,1,1,1
"55657",7736090,1,2,1,4,1,1,4,3,2,1,2,1
"55658",7736091,1,2,1,2,2,1,4,1,1,1,1,1
"55659",7736092,1,1,1,1,1,1,4,3,2,1,1,1
"55660",7736093,1,1,1,4,1,1,4,3,3,1,1,1
"55661",7736094,1,2,1,4,1,1,4,3,2,1,1,1
"55662",7736095,1,2,1,4,1,1,4,1,2,1,1,1
"55663",7736096,1,2,1,4,1,6,4,3,2,1,1,1
"55664",7736097,1,2,1,4,1,1,6,6,2,1,2,1
"55665",7736098,1,2,1,4,1,1,4,4,2,1,1,1
"55666",7736099,1,1,1,4,1,1,4,3,3,1,1,1
"55667",7736100,1,1,1,4,1,1,4,4,2,1,1,1
"55668",7736101,1,2,1,4,1,1,6,3,2,1,1,1
"55669",7736103,1,2,1,4,1,1,4,1,2,1,1,1
"55670",7736104,1,2,1,4,2,1,4,3,2,1,1,1
"55671",7736105,1,1,1,4,1,1,4,3,3,1,1,1
"55672",7736106,1,2,1,3,2,1,4,1,3,1,1,1
"55673",7736107,1,2,1,4,1,1,4,3,2,1,1,1
"55674",7736108,1,2,1,4,1,1,4,3,2,1,1,1
"55675",7736109,1,1,1,4,1,1,4,3,3,1,1,1
"55676",7736110,1,2,1,4,2,1,4,3,2,1,1,1
"55677",7736111,1,2,1,4,1,1,4,1,2,1,1,1
"55678",7736112,1,1,1,4,2,1,4,1,3,1,1,1
"55679",7736113,1,2,1,4,2,1,4,3,3,1,1,1
"55680",7736114,1,2,1,4,2,1,4,1,2,1,1,1
"55681",7736115,1,2,1,3,1,6,4,3,2,1,1,1
"55682",7736116,1,2,1,4,2,1,4,1,3,1,1,1
"55683",7736117,1,2,1,4,2,1,4,1,3,1,1,1
"55684",7736118,1,2,1,4,1,1,2,1,6,1,1,1
"55685",7736119,1,2,1,4,1,1,4,1,6,1,1,1
"55686",7736120,1,2,1,1,1,6,4,3,2,1,1,1
"55687",7736121,1,2,1,3,1,1,4,1,2,1,2,1
"55688",7736122,1,2,1,4,1,1,4,3,1,1,2,1
"55689",7736123,1,2,1,4,1,1,2,1,6,1,1,1
"55690",7736124,1,2,1,1,1,6,4,3,2,1,2,1
"55691",7736125,1,2,1,4,1,1,4,3,0,1,2,1
"55692",7736126,1,2,1,4,1,1,4,3,2,1,2,1
"55693",7736127,1,2,1,4,1,1,4,1,6,1,1,1
"55694",7736128,1,2,1,4,1,1,4,1,2,1,2,1
"55695",7736129,1,2,1,4,1,1,4,3,2,1,1,1
"55696",7736130,1,2,1,3,3,1,4,3,2,1,2,1
"55697",7736131,1,2,1,3,1,6,4,3,2,1,1,1
"55698",7736132,1,2,1,4,1,1,4,1,2,1,2,1
"55699",7736133,1,2,1,4,1,1,4,3,2,1,2,1
"55700",7736134,1,2,1,4,1,1,4,3,2,1,2,1
"55701",7736135,1,2,1,4,1,1,4,3,2,1,2,1
"55702",7736136,1,2,1,3,3,1,4,3,2,1,2,1
"55703",7736138,1,2,1,4,1,1,4,3,2,1,2,1
"55704",7736139,1,2,1,4,1,1,4,3,2,1,2,1
"55705",7736140,1,2,1,4,1,1,4,1,2,1,1,1
"55706",7736141,1,2,1,4,1,1,6,3,2,1,2,1
"55707",7736142,1,2,1,3,2,1,4,3,2,1,2,1
"55708",7736143,1,2,1,4,1,1,4,3,2,1,2,1
"55709",7736144,1,2,1,4,1,1,4,1,6,1,1,1
"55710",7736145,1,2,1,4,1,1,4,1,6,1,1,1
"55711",7736146,1,2,1,4,1,1,4,1,6,1,1,1
"55712",7736147,1,2,1,1,1,5,6,4,2,1,2,1
"55713",7736148,1,2,1,1,2,1,4,1,2,1,1,1
"55714",7736149,1,2,1,4,1,1,4,3,2,1,1,1
"55715",7736150,1,2,1,3,1,1,6,3,2,1,1,1
"55716",7736151,1,2,1,4,1,1,4,1,2,1,1,1
"55717",7736152,1,2,1,1,2,6,6,4,2,1,2,1
"55718",7736153,1,2,1,1,3,1,6,3,2,1,2,1
"55719",7736154,1,2,1,1,1,1,4,3,2,1,1,1
"55720",7736155,1,2,1,2,1,1,4,3,2,1,1,1
"55721",7736157,1,2,1,1,1,1,4,3,2,1,1,1
"55722",7736158,1,2,1,4,1,1,4,3,2,1,1,1
"55723",7736159,1,2,1,2,1,1,4,3,2,1,1,1
"55724",7736160,1,2,1,4,1,1,4,4,2,1,1,1
"55725",7736161,1,2,1,4,1,6,4,3,2,1,1,1
"55726",7736162,1,2,1,1,2,6,5,4,2,1,2,1
"55727",7736163,1,1,1,1,1,1,4,3,2,1,1,1
"55728",7736164,1,1,1,1,2,1,4,4,1,1,1,1
"55729",7736165,1,2,1,1,1,6,4,3,4,1,2,1
"55730",7736166,1,2,1,4,1,1,4,1,2,1,1,1
"55731",7736167,1,2,1,4,2,1,4,1,4,1,2,1
"55732",7736168,1,1,1,1,1,1,4,3,2,1,1,1
"55733",7736169,1,1,1,4,2,1,5,4,2,1,1,1
"55734",7736170,1,2,1,4,1,6,4,2,2,1,1,1
"55735",7736171,1,1,1,1,1,1,4,3,2,1,1,1
"55736",7736173,1,1,1,1,2,1,6,4,2,1,1,1
"55737",7736175,1,2,1,2,1,1,4,3,4,1,2,1
"55738",7736176,1,2,1,4,1,1,4,2,6,1,1,1
"55739",7736177,1,1,1,1,2,1,5,4,3,1,1,1
"55740",7736178,1,2,1,4,3,9,6,4,1,1,1,1
"55741",7736179,1,2,1,4,1,9,6,4,2,1,1,1
"55742",7736180,1,2,1,4,2,1,6,4,1,1,1,1
"55743",7736181,1,2,1,4,1,6,6,3,2,1,1,1
"55744",7736183,1,1,1,1,3,1,6,4,2,1,1,1
"55745",7736184,1,2,1,4,1,6,4,3,1,1,1,1
"55746",7736186,1,1,1,4,2,1,4,4,2,1,1,1
"55747",7736187,1,2,1,4,1,1,6,4,2,1,1,1
"55748",7736188,1,1,1,1,2,1,4,4,2,1,1,1
"55749",7736189,1,2,1,1,1,1,4,3,2,1,1,1
"55750",7736190,1,2,1,4,1,1,4,4,2,1,2,1
"55751",7736191,1,2,1,4,1,1,4,3,2,1,2,1
"55752",7736192,1,2,1,4,1,1,4,3,2,1,2,1
"55753",7736194,1,2,1,4,1,1,6,3,2,1,2,1
"55754",7736195,1,2,1,4,1,1,6,3,2,1,1,1
"55755",7736196,1,2,1,4,1,1,6,3,2,1,2,1
"55756",7736197,1,1,1,4,2,1,4,1,2,1,1,1
"55757",7736198,1,2,1,3,1,1,4,3,2,1,2,1
"55758",7736199,1,2,1,4,1,1,4,1,2,1,2,1
"55759",7736200,1,1,1,2,1,1,4,2,4,1,1,1
"55760",7736201,1,2,1,4,1,1,6,3,2,1,2,1
"55761",7736202,1,2,1,4,1,1,4,3,2,1,2,1
"55762",7736203,1,2,1,3,1,5,6,3,2,1,2,1
"55763",7736204,1,1,1,4,2,1,4,4,2,1,1,1
"55764",7736205,1,1,1,4,2,1,4,1,2,1,1,1
"55765",7736206,1,1,1,4,2,1,4,3,2,1,1,1
"55766",7736207,1,1,1,4,2,1,4,4,2,1,1,1
"55767",7736208,1,1,1,4,2,1,4,1,2,1,1,1
"55768",7736209,1,1,1,1,1,1,4,3,2,1,1,1
"55769",7736210,1,1,1,4,2,1,6,4,2,1,1,1
"55770",7736211,1,1,1,1,1,1,4,4,2,1,1,1
"55771",7736212,1,1,1,4,2,1,4,3,2,1,1,1
"55772",7736213,1,1,1,4,2,1,4,4,2,1,1,1
"55773",7736214,1,1,1,4,2,1,4,1,2,1,1,1
"55774",7736215,1,1,1,4,2,1,2,1,4,1,1,1
"55775",7736216,1,1,1,4,2,1,4,1,2,1,1,1
"55776",7736217,1,1,1,4,2,1,4,1,2,1,1,1
"55777",7736220,1,2,1,3,1,1,4,3,2,1,2,1
"55778",7736222,1,1,1,4,2,1,4,1,3,1,1,1
"55779",7736223,1,1,1,4,2,1,2,1,4,1,1,1
"55780",7736224,1,1,1,2,1,1,4,3,3,1,1,1
"55781",7736225,1,2,1,1,1,1,6,4,1,2,2,2
"55782",7736226,1,1,1,4,2,1,4,1,4,1,1,1
"55783",7736227,1,2,1,1,1,1,4,3,2,1,2,2
"55784",7736228,1,2,1,1,1,1,6,1,2,1,2,2
"55785",7736229,1,1,1,2,2,1,4,1,3,1,1,1
"55786",7736230,1,2,1,1,1,1,4,4,2,1,2,2
"55787",7736231,1,1,1,2,2,1,4,1,4,1,1,1
"55788",7736232,1,2,1,1,1,1,4,3,2,2,2,2
"55789",7736233,1,2,1,1,1,1,6,3,1,2,2,2
"55790",7736234,1,2,1,1,1,1,4,3,2,1,2,2
"55791",7736235,1,2,1,1,1,1,6,3,1,2,2,2
"55792",7736236,1,2,1,1,3,1,4,3,1,2,2,2
"55793",7736237,1,2,1,1,1,1,4,3,2,2,2,2
"55794",7736238,1,2,1,1,1,1,4,3,2,1,2,2
"55795",7736239,1,1,1,4,1,1,4,3,2,1,1,1
"55796",7736240,1,1,1,2,2,1,4,1,4,1,1,1
"55797",7736241,1,2,1,1,1,1,4,3,2,2,2,2
"55798",7736243,1,2,1,1,1,1,4,3,2,1,1,1
"55799",7736244,1,2,1,1,1,1,4,3,2,1,1,1
"55800",7736245,1,2,1,4,1,1,4,3,2,1,1,1
"55801",7736246,1,2,1,1,1,1,4,3,2,1,1,1
"55802",7736247,1,2,1,1,1,1,4,3,2,1,1,1
"55803",7736248,1,2,1,1,1,1,4,3,2,1,1,1
"55804",7736249,1,2,1,4,1,1,4,1,3,1,1,1
"55805",7736250,1,2,1,4,1,1,4,3,2,1,1,1
"55806",7736251,1,1,1,4,1,1,4,2,3,1,1,1
"55807",7736252,1,2,1,4,1,1,4,3,2,1,1,1
"55808",7736253,1,1,1,4,1,1,4,2,3,1,1,1
"55809",7736254,1,2,1,4,1,1,4,3,2,1,1,1
"55810",7736255,1,1,1,4,1,1,4,2,3,1,1,1
"55811",7736256,1,1,1,4,1,1,4,2,3,1,1,1
"55812",7736257,1,1,1,4,1,1,4,2,3,1,1,1
"55813",7736258,1,2,1,4,1,1,4,3,2,1,1,1
"55814",7736259,1,1,1,4,1,1,4,2,3,1,1,1
"55815",7736260,1,2,1,1,1,1,4,1,2,1,1,1
"55816",7736261,1,2,1,1,1,1,4,3,2,1,1,1
"55817",7736262,1,2,1,3,1,1,4,3,2,1,2,1
"55818",7736263,1,2,1,1,2,1,4,3,2,1,1,1
"55819",7736264,1,1,1,4,1,1,4,2,3,1,1,1
"55820",7736265,1,2,1,1,1,1,4,3,2,1,1,1
"55821",7736266,1,2,1,1,1,1,4,4,2,1,1,1
"55822",7736267,1,2,1,4,2,1,4,1,2,1,1,1
"55823",7736268,1,2,1,1,1,1,4,3,2,1,1,1
"55824",7736269,1,2,1,4,1,1,4,3,2,1,1,1
"55825",7736270,1,1,1,3,2,1,4,3,2,1,1,1
"55826",7736271,1,2,1,4,1,1,4,3,2,1,1,1
"55827",7736272,1,2,1,4,1,2,4,3,2,1,1,1
"55828",7736273,1,2,1,3,1,1,4,2,2,1,2,1
"55829",7736274,1,2,1,1,1,6,6,3,1,1,2,1
"55830",7736275,1,2,1,4,1,1,4,1,2,1,1,1
"55831",7736277,1,2,1,4,1,6,4,3,2,1,1,1
"55832",7736278,1,2,1,1,1,6,6,3,2,1,2,1
"55833",7736279,1,2,1,4,1,1,4,3,2,1,1,1
"55834",7736280,1,2,1,1,1,1,6,3,2,2,2,1
"55835",7736281,1,2,1,4,1,1,4,4,2,1,1,1
"55836",7736282,1,2,1,4,1,1,4,3,2,2,2,1
"55837",7736283,1,2,1,2,2,1,4,1,4,1,1,1
"55838",7736284,1,2,1,4,1,1,4,2,2,1,1,1
"55839",7736285,1,2,1,2,2,1,4,1,4,1,1,1
"55840",7736286,1,2,1,1,1,1,4,3,2,1,2,1
"55841",7736287,1,2,1,4,1,1,4,3,2,1,1,1
"55842",7736288,1,2,1,4,1,1,4,3,2,1,1,1
"55843",7736289,1,2,1,4,1,1,6,3,2,1,1,1
"55844",7736290,1,2,1,4,1,1,4,1,2,1,1,1
"55845",7736291,1,2,1,4,2,1,6,1,2,1,1,1
"55846",7736292,1,2,1,4,1,1,4,1,2,1,1,1
"55847",7736293,1,2,1,1,1,1,4,3,2,1,1,1
"55848",7736294,1,2,1,1,1,1,4,3,2,1,1,1
"55849",7736295,1,2,1,4,1,6,6,3,2,1,1,1
"55850",7736296,1,2,1,1,1,1,6,3,2,2,1,1
"55851",7736297,1,2,1,1,1,1,4,2,2,1,2,1
"55852",7736298,1,2,1,1,1,1,6,3,2,2,2,1
"55853",7736299,1,2,1,1,1,1,6,3,2,1,2,2
"55854",7736300,1,2,1,1,1,2,4,3,2,1,2,2
"55855",7736301,1,2,1,4,1,1,4,3,2,1,2,1
"55856",7736302,1,2,1,1,1,1,6,3,1,2,2,1
"55857",7736303,1,2,1,4,1,1,4,2,2,2,2,1
"55858",7736304,1,2,1,1,1,1,4,3,1,2,2,1
"55859",7736305,1,2,1,4,1,1,6,3,2,2,2,1
"55860",7736306,1,2,1,4,1,1,5,3,2,1,2,1
"55861",7736307,1,2,1,1,1,1,4,3,2,2,2,1
"55862",7736308,1,2,1,4,1,1,4,3,2,2,2,1
"55863",7736309,1,2,1,4,1,1,4,4,2,1,1,1
"55864",7736310,1,2,1,4,1,1,4,3,2,1,1,1
"55865",7736311,1,2,1,4,1,5,7,4,2,1,1,1
"55866",7736313,1,1,1,2,1,1,4,2,3,1,1,1
"55867",7736314,1,1,1,2,1,1,4,2,3,1,1,1
"55868",7736316,1,1,1,3,1,1,4,1,3,1,1,1
"55869",7736317,1,1,1,4,1,1,1,3,2,1,1,1
"55870",7736318,1,1,1,2,2,1,5,1,3,1,1,1
"55871",7736319,1,1,1,4,2,1,6,3,1,1,1,1
"55872",7736320,1,2,1,4,1,1,6,3,2,1,2,2
"55873",7736321,1,2,1,4,1,1,4,4,2,1,2,2
"55874",7736322,1,2,1,1,1,1,4,3,2,1,2,2
"55875",7736323,1,2,1,1,1,1,6,3,2,1,2,2
"55876",7736324,1,2,1,1,1,1,4,3,2,1,2,2
"55877",7736325,1,2,1,1,1,2,6,2,2,1,2,2
"55878",7736326,1,2,1,1,1,5,6,4,2,1,2,2
"55879",7736327,1,2,1,1,1,1,6,3,9,2,2,2
"55880",7736328,1,2,1,1,1,1,6,3,1,2,2,2
"55881",7736329,1,2,1,1,1,1,6,3,2,2,2,2
"55882",7736330,1,2,1,1,1,1,4,3,3,1,2,2
"55883",7736331,1,2,1,3,1,1,6,1,1,2,2,2
"55884",7736332,1,2,1,1,1,1,6,4,1,2,2,2
"55885",7736333,1,2,1,1,1,2,7,3,1,2,2,2
"55886",7736334,1,2,1,1,2,1,6,3,1,2,2,2
"55887",7736336,1,2,1,1,2,1,6,3,1,2,2,2
"55888",7736337,1,2,1,1,1,2,7,4,1,2,2,2
"55889",7736338,1,2,1,3,2,1,4,3,2,1,2,2
"55890",7736339,1,2,1,3,1,1,4,2,2,1,1,1
"55891",7736341,1,1,1,4,1,1,4,1,2,1,1,1
"55892",7736342,1,1,1,4,1,1,4,1,2,1,1,1
"55893",7736343,1,1,1,4,1,1,6,5,2,1,1,1
"55894",7736344,1,2,1,1,1,1,4,3,2,1,2,2
"55895",7736345,1,1,1,4,1,1,4,1,2,1,1,1
"55896",7736346,1,2,1,3,1,1,6,3,2,1,2,2
"55897",7736347,1,2,1,1,2,1,6,3,2,1,2,2
"55898",7736348,1,2,1,3,1,2,6,4,2,1,2,2
"55899",7736349,1,2,1,3,1,1,4,3,2,1,2,2
"55900",7736350,1,2,1,3,1,1,4,3,2,1,2,2
"55901",7736351,1,2,1,3,1,1,4,2,2,1,2,2
"55902",7736352,1,1,1,4,1,1,4,3,2,1,1,1
"55903",7736353,1,2,1,3,1,1,4,3,2,1,2,2
"55904",7736354,1,1,1,3,1,1,4,3,3,1,1,1
"55905",7736355,1,1,1,4,1,1,4,1,2,1,1,1
"55906",7736356,1,2,1,1,1,1,4,3,2,1,2,2
"55907",7736357,1,2,1,3,1,5,5,4,2,1,2,2
"55908",7736359,1,2,1,3,1,1,6,3,2,1,2,2
"55909",7736360,1,2,1,1,1,1,6,3,2,1,2,2
"55910",7736361,1,2,1,3,1,1,7,3,2,1,2,2
"55911",7736362,1,1,1,4,1,1,4,1,2,1,1,1
"55912",7736363,1,1,1,4,1,1,4,3,3,1,1,1
"55913",7736364,1,1,1,4,1,1,4,3,2,1,1,1
"55914",7736365,1,1,1,4,1,1,4,1,3,1,1,1
"55915",7736366,1,1,1,4,1,1,4,1,3,1,1,1
"55916",7736367,1,1,1,4,1,1,4,2,3,1,1,1
"55917",7736368,1,1,1,4,1,1,4,3,3,1,1,1
"55918",7736369,1,1,1,4,1,1,4,1,3,1,1,1
"55919",7736370,1,1,1,4,2,1,4,1,3,1,1,1
"55920",7736371,1,1,1,4,1,1,4,2,3,1,1,1
"55921",7736372,1,1,1,4,1,1,4,1,3,1,1,1
"55922",7736373,1,1,1,4,2,1,4,1,3,1,1,1
"55923",7736374,1,1,1,4,1,1,4,2,3,1,1,1
"55924",7736375,1,2,1,1,1,1,4,4,2,1,2,2
"55925",7736376,1,2,1,1,1,1,4,3,2,1,2,2
"55926",7736377,1,2,1,1,1,1,4,3,1,1,2,2
"55927",7736378,1,2,1,3,1,2,4,2,2,1,2,2
"55928",7736379,1,2,1,1,1,1,6,5,2,1,2,2
"55929",7736380,1,2,1,1,1,1,4,3,2,1,2,2
"55930",7736381,1,2,1,1,1,1,6,4,2,1,2,2
"55931",7736382,1,2,1,1,1,1,4,3,2,1,2,2
"55932",7736383,1,2,1,1,1,1,6,4,2,1,2,2
"55933",7736384,1,2,1,1,1,6,4,4,2,1,2,2
"55934",7736385,1,2,1,1,1,2,6,2,2,1,2,2
"55935",7736386,1,2,1,1,1,2,6,3,2,1,2,2
"55936",7736387,1,1,1,4,1,1,6,3,2,1,1,1
"55937",7736388,1,1,1,4,1,1,6,3,2,1,1,1
"55938",7736389,1,1,1,4,1,1,4,3,2,1,1,1
"55939",7736390,1,2,1,4,1,1,4,2,2,1,2,2
"55940",7736391,1,1,1,4,1,1,4,2,2,1,1,1
"55941",7736392,1,2,1,4,1,6,6,3,2,1,2,2
"55942",7736393,1,1,1,4,1,1,6,3,2,1,1,1
"55943",7736394,1,2,1,1,1,2,4,2,1,1,2,2
"55944",7736395,1,2,1,1,1,1,4,3,2,1,2,2
"55945",7736396,1,1,1,4,1,1,4,3,2,1,1,1
"55946",7736397,1,2,1,1,1,1,4,2,NA,1,2,2
"55947",7736398,1,2,1,1,1,1,4,2,5,1,2,2
"55948",7736399,1,1,1,4,1,1,4,2,2,1,1,1
"55949",7736400,1,1,1,3,1,1,6,3,2,1,1,1
"55950",7736401,1,2,1,1,1,1,6,3,2,1,2,2
"55951",7736402,1,2,1,1,1,1,4,3,2,1,2,2
"55952",7736404,1,2,1,3,1,1,4,3,2,1,2,2
"55953",7736405,1,1,1,4,3,1,4,3,2,1,1,1
"55954",7736406,1,1,1,4,1,1,6,3,2,1,1,1
"55955",7736407,1,1,1,4,1,1,4,2,2,1,1,1
"55956",7736408,1,1,1,3,1,1,6,4,1,1,1,1
"55957",7736409,1,1,1,4,1,1,4,3,2,1,1,1
"55958",7736410,1,1,1,4,1,1,6,3,2,1,1,1
"55959",7736411,1,1,1,3,1,1,6,3,2,1,1,1
"55960",7736413,1,2,1,1,1,1,4,3,2,1,2,2
"55961",7736414,1,2,1,3,1,2,6,2,1,1,2,2
"55962",7736415,1,1,1,3,1,1,6,4,2,1,1,1
"55963",7736416,1,2,1,3,1,1,4,3,2,1,2,2
"55964",7736417,1,2,1,1,1,2,4,2,2,1,2,2
"55965",7736418,1,2,1,1,1,2,6,2,2,1,2,2
"55966",7736419,1,2,1,3,1,1,4,3,2,1,2,2
"55967",7736420,1,1,1,3,1,1,6,3,2,1,1,1
"55968",7736421,1,1,1,3,1,1,6,3,2,1,1,1
"55969",7736422,1,2,1,1,1,1,4,3,2,1,2,2
"55970",7736423,1,2,1,1,1,2,4,2,2,1,2,2
"55971",7736424,1,2,1,1,1,2,4,3,2,1,2,2
"55972",7736425,1,2,1,1,1,1,6,3,2,1,2,2
"55973",7736426,1,2,1,1,1,1,6,3,2,1,2,2
"55974",7736427,1,1,1,3,1,1,6,4,2,1,1,1
"55975",7736428,1,1,1,3,1,1,6,3,2,1,1,1
"55976",7736429,1,1,1,3,1,1,6,3,2,1,1,1
"55977",7736430,1,1,1,3,1,1,4,1,2,1,1,1
"55978",7736431,1,1,1,3,1,1,4,4,2,1,1,1
"55979",7736432,1,1,1,4,1,1,4,3,2,1,1,1
"55980",7736433,1,1,1,3,1,1,6,3,2,1,1,1
"55981",7736434,1,1,1,3,1,1,4,4,2,1,1,1
"55982",7736435,1,1,1,4,1,1,4,3,2,1,1,1
"55983",7736436,1,1,1,3,1,1,4,3,2,1,1,1
"55984",7736437,1,1,1,3,1,1,4,4,2,1,1,1
"55985",7736438,1,1,1,4,1,1,4,3,2,1,1,1
"55986",7736439,1,1,1,3,1,1,6,4,2,1,1,1
"55987",7736440,1,1,1,4,1,1,4,3,2,1,1,1
"55988",7736441,1,1,1,3,1,1,4,4,2,1,1,1
"55989",7736442,1,1,1,4,1,1,4,2,2,1,1,1
"55990",7736443,1,1,1,3,1,1,6,4,2,1,1,1
"55991",7736444,1,1,1,4,1,1,4,3,2,1,1,1
"55992",7736445,1,1,1,3,1,1,6,3,2,1,1,1
"55993",7736446,1,1,1,3,1,1,4,3,2,1,1,1
"55994",7736447,1,1,1,3,1,1,4,3,2,1,1,1
"55995",7736448,1,1,1,3,1,1,4,4,2,1,1,1
"55996",7736449,1,1,1,3,1,1,6,3,2,1,1,1
"55997",7736450,1,2,1,1,1,1,6,3,2,1,2,2
"55998",7736451,1,2,1,3,1,1,6,3,2,1,2,2
"55999",7736452,1,2,1,3,1,1,6,3,2,1,2,2
"56000",7736453,1,2,1,3,1,3,6,2,2,1,2,2
"56001",7736454,1,2,1,3,1,6,6,3,2,1,2,2
"56002",7736455,1,2,1,3,1,1,6,3,2,1,2,2
"56003",7736456,1,2,1,3,1,1,6,2,2,1,2,2
"56004",7736457,1,2,1,3,1,1,4,3,2,1,2,2
"56005",7736458,1,2,1,1,1,1,4,3,2,1,2,2
"56006",7736459,1,2,1,3,1,1,4,2,2,1,2,2
"56007",7736460,1,2,1,2,1,1,4,3,2,1,2,2
"56008",7736461,1,2,1,2,1,1,4,3,2,1,2,2
"56009",7736462,1,2,1,1,1,1,6,3,2,1,2,2
"56010",7736463,1,2,1,4,1,1,4,3,2,1,2,2
"56011",7736464,1,2,1,4,1,1,6,3,2,1,2,2
"56012",7736465,1,2,1,4,1,1,6,3,2,1,2,1
"56013",7736466,1,2,1,4,1,1,6,3,2,1,1,1
"56014",7736467,1,2,1,4,1,1,4,3,2,1,1,1
"56015",7736468,1,2,1,3,1,1,6,3,2,1,2,2
"56016",7736469,1,2,1,4,1,1,6,3,2,1,1,1
"56017",7736470,1,2,1,3,1,1,4,3,2,1,2,2
"56018",7736471,1,2,1,3,1,6,4,3,2,2,2,2
"56019",7736472,1,2,1,3,1,3,7,3,2,1,2,2
"56020",7736473,1,2,1,3,1,1,7,3,2,1,2,2
"56021",7736474,1,2,1,3,1,1,4,3,2,1,1,2
"56022",7736475,1,2,1,3,1,1,6,3,2,2,2,2
"56023",7736476,1,2,1,1,1,5,7,6,2,1,2,2
"56024",7736477,1,2,1,3,1,1,6,3,2,1,2,2
"56025",7736478,1,2,1,3,1,1,6,4,2,1,2,2
"56026",7736479,1,2,1,3,1,1,6,4,2,1,2,2
"56027",7736480,1,2,1,3,1,1,4,3,2,1,2,2
"56028",7736481,1,2,1,3,1,1,4,4,2,1,2,2
"56029",7736482,1,2,1,3,1,1,4,3,2,1,2,2
"56030",7736483,1,2,1,3,1,1,4,3,2,1,2,1
"56031",7736484,1,2,1,3,1,1,4,4,2,1,2,2
"56032",7736485,1,2,1,3,1,6,4,3,2,2,2,2
"56033",7736486,1,2,1,3,1,1,4,3,2,1,2,1
"56034",7736487,1,2,1,3,1,1,4,3,2,1,2,2
"56035",7736488,1,2,1,3,1,1,7,3,2,1,2,2
"56036",7736489,1,2,1,3,1,1,6,2,2,2,2,2
"56037",7736490,1,2,1,3,1,1,4,3,2,1,2,1
"56038",7736491,1,2,1,3,1,1,6,3,2,1,2,1
"56039",7736492,1,2,1,3,1,1,4,3,2,2,2,2
"56040",7736493,1,1,1,4,1,1,4,1,2,1,1,1
"56041",7736494,1,1,1,4,2,1,4,1,2,1,1,1
"56042",7736495,1,1,1,4,2,1,4,1,2,1,1,1
"56043",7736496,1,1,1,4,2,1,4,1,2,1,1,1
"56044",7736497,1,1,1,4,1,1,4,3,3,1,1,1
"56045",7736498,1,1,1,4,1,1,4,3,3,1,1,1
"56046",7736499,1,1,1,4,1,1,4,3,2,1,1,1
"56047",7736500,1,1,1,4,1,1,4,3,4,1,1,1
"56048",7736501,1,1,1,4,1,1,4,1,2,1,1,1
"56049",7736502,1,1,1,4,1,1,4,3,3,1,1,1
"56050",7736503,1,1,1,4,1,1,4,3,1,1,1,1
"56051",7736504,1,1,1,4,2,1,4,1,2,1,1,1
"56052",7736505,1,1,1,4,2,1,4,1,1,1,1,1
"56053",7736506,1,1,1,4,1,1,4,3,3,1,1,1
"56054",7736507,1,1,1,2,1,1,4,3,3,1,1,1
"56055",7736508,1,1,1,4,1,1,4,3,2,1,1,1
"56056",7736509,1,1,1,2,1,1,4,1,1,1,1,1
"56057",7736510,1,1,1,2,2,1,4,1,1,1,1,1
"56058",7736511,1,1,1,4,1,1,4,3,2,1,1,1
"56059",7736512,1,1,1,4,1,1,4,3,2,1,1,1
"56060",7736513,1,1,1,4,1,1,4,3,3,1,1,1
"56061",7736514,1,1,1,4,1,1,4,3,3,1,1,1
"56062",7736515,1,1,1,4,2,1,4,1,3,1,1,1
"56063",7736516,1,1,1,4,1,1,4,1,3,1,1,1
"56064",7736517,1,1,1,4,2,1,4,1,3,1,1,1
"56065",7736518,1,1,1,4,1,1,4,3,3,1,1,1
"56066",7736519,1,1,1,4,1,8,6,3,2,1,1,1
"56067",7736520,1,1,1,4,1,1,4,3,2,1,1,1
"56068",7736521,1,1,1,2,1,1,4,3,3,1,1,1
"56069",7736522,1,1,1,4,1,1,4,3,1,1,1,1
"56070",7736523,1,1,1,4,1,1,4,3,2,1,1,1
"56071",7736524,1,1,1,4,2,1,4,1,5,1,1,1
"56072",7736525,1,1,1,1,1,1,4,3,1,1,1,1
"56073",7736526,1,1,1,4,1,1,4,1,2,1,1,1
"56074",7736527,1,1,1,4,1,1,4,3,2,1,1,1
