DIRECTORIO;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;FEX_C;P10000;P400;P401;P402;P403;P407S2;P5971;P5971S2;P5971S2A1
7568488;6;1;6;3.4302306553;2;6;2;2;2;;;2;
7568498;3;1;3;8.4568251266;3;3;2;2;2;;;1;5
7568506;4;1;4;4.4426246937;3;3;2;2;2;;;2;
7568507;7;1;7;6.5348119417;1;3;2;2;2;;;2;
7568512;3;1;3;5.6127874976;2;3;2;2;2;;;2;
7568524;3;1;3;11.964635904;1;3;2;2;2;;;1;5
7568525;2;1;2;14.49476264;2;3;2;2;2;;;2;
7568533;4;1;4;6.3055843119;1;4;2;2;2;;;1;5
7568540;2;1;2;4.731421027;1;3;2;2;2;;;2;
7568548;3;1;3;20.342614948;3;3;2;2;2;;;2;
7568551;3;1;3;70.54040675;2;3;2;2;2;;;1;2
7568554;4;1;4;79.202953354;1;3;2;2;2;;;1;2
7568554;5;1;5;79.202953354;1;3;2;2;2;;;1;2
7568559;5;1;5;72.918649008;1;3;2;2;2;;;1;2
7568563;3;1;3;38.439578314;1;3;2;2;2;;;2;
7568563;4;1;4;38.439578314;1;3;2;2;2;;;1;7
7568565;4;1;4;38.208786507;3;3;2;2;2;;;1;3
7568585;3;1;3;74.176436564;1;3;2;2;2;;;2;
7568586;4;1;4;81.305128532;4;3;2;2;2;;;1;7
7568586;5;1;5;81.305128532;5;3;2;2;2;;;2;
7568597;5;1;5;41.055698149;5;3;2;2;2;;;2;
7568598;5;1;5;86.143205696;2;3;2;2;2;;;2;
7568601;4;1;4;62.828882781;2;3;2;2;2;;;2;
7568613;3;1;3;44.966187479;3;3;2;2;2;;;1;3
7568627;4;1;4;24.441263991;2;3;2;2;2;;;2;
7568634;4;1;4;24.441263991;4;3;2;2;2;;;2;
7568645;6;1;6;27.187825126;6;3;2;2;2;;;1;1
7568670;4;1;4;370.80203693;2;3;2;2;2;;;2;
7568672;4;1;4;547.56573505;4;3;2;2;2;;;2;
7568672;5;1;5;547.56573505;2;3;2;2;2;;;2;
7568673;3;1;3;803.8633283;2;3;2;2;2;;;1;3
7568674;3;1;3;601.21028894;2;3;2;2;2;;;1;2
7568676;2;1;2;735.96341441;1;3;2;2;2;;;2;
7568686;3;1;3;418.59789943;1;3;2;2;2;;;1;2
7568689;4;1;4;381.32357353;4;3;2;2;2;;;1;4
7568690;3;1;3;502.16568752;1;6;2;2;2;;;2;
7568692;2;1;2;445.2793251;1;3;2;2;2;;;1;2
7568693;5;1;5;449.22893551;5;3;2;2;2;;;2;
7568693;6;1;6;449.22893551;6;3;2;2;2;;;2;
7568694;4;1;4;445.21959417;2;3;2;2;2;;;1;4
7568694;5;1;5;445.21959417;2;3;2;2;2;;;1;1
7568696;3;1;3;499.23058322;3;3;2;2;2;;;2;
7568698;3;1;3;460.45768937;3;3;2;2;2;;;2;
7568703;4;1;4;428.33625881;3;3;2;2;2;;;1;2
7568704;3;1;3;485.33127813;2;3;2;2;2;;;2;
7568709;2;1;2;464.93366885;1;3;2;2;2;;;2;
7568714;6;1;6;399.6068711;6;3;2;2;2;;;2;
7568715;3;1;3;447.63130187;1;3;2;2;2;;;1;1
7568715;4;1;4;447.63130187;1;3;2;2;2;;;1;1
7568716;3;1;3;515.93201655;3;3;2;2;2;;;2;
7568716;4;1;4;515.93201655;4;3;2;2;2;;;2;
7568716;5;1;5;515.93201655;5;3;2;2;2;;;2;
7568716;7;1;7;515.93201655;7;3;2;2;2;;;2;
7568721;4;1;4;361.43531829;4;3;2;2;2;;;1;1
7568724;3;1;3;461.63188662;1;3;2;2;2;;;2;
7568725;3;1;3;422.75771311;2;3;2;2;2;;;2;
7568742;5;1;5;370.32157323;5;5;;;;;;2;
7568745;5;1;5;161.19440889;1;3;2;2;2;;;2;
7568746;3;1;3;393.25810726;2;3;2;2;2;;;1;2
7568746;4;1;4;393.25810726;2;3;2;2;2;;;2;
7568752;3;1;3;523.03125439;1;3;2;2;2;;;2;
7568753;5;1;5;453.8541249;1;3;2;2;2;;;2;
7568760;4;1;4;394.08810241;1;3;2;2;2;;;2;
7568769;3;1;3;397.08922756;3;3;2;2;2;;;2;
7568775;4;1;4;148.95760162;1;6;2;2;2;;;2;
7568778;3;1;3;221.73939624;3;3;2;2;2;;;1;3
7568778;4;1;4;221.73939624;4;3;2;2;2;;;1;2
7568782;3;1;3;92.458083198;3;3;2;2;2;;;1;3
7568790;3;1;3;155.77595484;3;3;2;2;2;;;2;
7568790;4;1;4;155.77595484;4;6;2;2;2;;;2;
7568795;4;1;4;215.98074898;4;3;2;2;2;;;2;
7568798;5;1;5;210.91385778;5;3;2;2;2;;;2;
7568808;2;1;2;206.19255567;2;3;2;2;2;;;2;
7568813;4;1;4;224.02771548;1;3;2;2;2;;;2;
7568817;3;1;3;140.29477719;1;3;2;2;2;;;2;
7568836;3;1;3;104.56909789;3;3;2;2;2;;;1;14
7568836;4;1;4;104.56909789;4;6;2;2;2;;;2;
7568839;2;1;2;55.060960862;2;3;2;2;2;;;1;7
7568841;3;1;3;64.678621018;1;3;2;2;2;;;1;8
7568842;3;1;3;97.193901935;3;3;2;2;2;;;2;
7568842;4;1;4;97.193901935;4;3;2;2;2;;;2;
7568851;5;1;5;32.109192613;5;3;2;2;2;;;2;
7568851;6;1;6;32.109192613;6;3;2;2;2;;;2;
7568859;7;1;7;47.635066201;7;3;2;2;2;;;2;
7568860;3;1;3;46.492713503;3;3;2;2;2;;;2;
7568866;2;1;2;154.10145461;1;3;2;2;2;;;1;2
7568871;3;1;3;158.55459809;2;6;2;2;2;;;2;
7568875;3;1;3;89.223819284;3;3;2;2;2;;;1;2
7568879;4;1;4;146.6975128;4;3;2;2;2;;;1;2
7568882;2;1;2;69.932350286;1;6;2;2;2;;;2;
7568883;5;1;5;181.0278523;1;6;2;2;2;;;2;
7568883;6;1;6;181.0278523;1;3;2;2;2;;;2;
7568883;7;1;7;181.0278523;1;3;2;2;2;;;2;
7568891;3;1;3;321.56673129;3;3;2;2;2;;;2;
7568895;2;1;2;71.237664876;2;3;2;2;2;;;1;6
7568895;3;1;3;71.237664876;3;3;2;2;2;;;2;
7568895;4;1;4;71.237664876;4;3;2;2;2;;;2;
7568895;5;1;5;71.237664876;5;3;2;2;2;;;2;
7568895;6;1;6;71.237664876;6;3;2;2;2;;;2;
7568897;5;1;5;87.116828571;5;3;2;2;2;;;2;
7568909;3;1;3;254.58999233;1;3;2;2;2;;;2;
7568912;3;1;3;233.60504923;3;3;2;2;2;;;2;
7568913;3;1;3;252.58674683;3;3;2;2;2;;;2;
7568914;4;1;4;295.11136782;4;3;2;2;2;;;2;
7568920;4;1;4;355.68223266;3;3;2;2;2;;;2;
7568923;3;1;3;361.08212553;2;3;2;2;2;;;2;
7568934;2;1;2;223.41581453;1;3;2;2;2;;;2;
7568935;3;1;3;290.03259503;2;3;2;2;2;;;2;
7568935;5;1;5;290.03259503;2;3;2;2;2;;;2;
7568938;9;1;9;615.27793189;9;3;2;2;2;;;2;
7568938;10;1;10;615.27793189;10;3;2;2;2;;;2;
7568950;3;1;3;267.38608351;3;3;2;2;2;;;2;
7568957;2;1;2;191.28491223;2;3;2;2;2;;;2;
7568966;2;1;2;166.16636885;1;3;2;2;2;;;2;
7568966;3;1;3;166.16636885;1;3;2;2;2;;;2;
7568979;3;1;3;110.43919644;3;3;2;2;2;;;1;2
7568981;2;2;2;103.94411666;1;3;2;2;2;;;1;5
7568981;3;2;3;103.94411666;1;3;2;2;2;;;2;
7568987;3;1;3;158.59320527;2;3;2;2;2;;;2;
7568987;4;1;4;158.59320527;2;3;2;2;2;;;2;
7568988;7;1;7;149.12120957;7;3;2;2;2;;;2;
7568990;5;1;5;134.38418609;2;3;2;2;2;;;2;
7568992;3;1;3;150.58590866;2;3;2;2;2;;;2;
7568995;3;1;3;131.99394815;1;3;2;2;2;;;2;
7568995;4;1;4;131.99394815;1;3;2;2;2;;;2;
7569045;3;1;3;139.55294527;3;3;2;2;2;;;2;
7569051;3;1;3;163.8155767;3;3;2;2;2;;;2;
7569051;4;1;4;163.8155767;4;3;2;2;2;;;2;
7569056;3;1;3;103.35148034;3;3;2;2;2;;;2;
7569060;4;1;4;129.40898224;4;3;2;2;2;;;2;
7569062;3;1;3;106.02955525;3;3;2;2;2;;;2;
7569063;4;1;4;119.52096443;4;3;2;2;2;;;1;6
7569063;5;1;5;119.52096443;5;3;2;2;2;;;2;
7569068;2;1;2;62.268666808;2;3;2;2;2;;;2;
7569073;3;1;3;61.13191576;3;3;2;2;2;;;2;
7569080;5;1;5;124.53827276;5;3;2;2;2;;;1;2
7569086;3;1;3;95.488253212;3;3;2;2;2;;;2;
7569089;3;1;3;150.86523706;3;3;2;2;2;;;1;6
7569089;4;1;4;150.86523706;4;3;2;2;2;;;2;
7569093;3;1;3;115.12793241;3;3;2;2;2;;;2;
7569093;4;1;4;115.12793241;4;3;2;2;2;;;2;
7569099;4;1;4;231.8174366;4;3;2;2;2;;;2;
7569100;4;1;4;211.49456796;4;3;2;2;2;;;2;
7569102;4;1;4;193.90801626;4;3;2;2;2;;;1;2
7569105;5;1;5;214.27603238;5;3;2;2;2;;;1;3
7569108;5;1;5;244.53701057;5;3;2;2;2;;;2;
7569108;6;1;6;244.53701057;6;3;2;2;2;;;2;
7569109;3;1;3;147.9812348;3;3;2;2;2;;;1;3
7569113;4;1;4;179.59040186;4;3;2;2;2;;;1;2
7569113;5;1;5;179.59040186;5;3;2;2;2;;;2;
7569119;4;1;4;149.28733358;4;3;2;2;2;;;2;
7569125;2;1;2;65.527251218;2;3;2;2;2;;;2;
7569130;3;1;3;89.055384648;3;3;2;2;2;;;2;
7569131;3;1;3;79.066120814;3;3;2;2;2;;;2;
7569134;5;1;5;49.564061449;5;3;2;2;2;;;2;
7569143;4;1;4;42.696998587;2;3;2;2;2;;;1;7
7569156;6;1;6;22.351772935;4;3;2;2;2;;;2;
7569170;4;1;4;213.74080432;2;3;2;2;2;;;2;
7569173;4;1;4;222.32797658;1;3;2;2;2;;;2;
7569176;4;1;4;189.06104366;4;3;2;2;2;;;2;
7569180;4;1;4;191.1216323;2;3;2;2;2;;;2;
7569180;5;1;5;191.1216323;2;3;2;2;2;;;2;
7569183;3;1;3;95.784584679;1;3;2;2;2;;;2;
7569183;4;1;4;95.784584679;1;3;2;2;2;;;2;
7569184;3;2;3;72.949117411;2;3;2;2;2;;;2;
7569190;5;1;5;108.21870249;5;4;2;2;2;;;2;
7569192;3;1;3;77.050224941;2;3;2;2;2;;;2;
7569194;6;1;6;94.386314534;6;3;2;2;2;;;2;
7569196;3;1;3;103.02892712;3;3;2;2;2;;;2;
7569196;4;1;4;103.02892712;1;3;2;2;2;;;2;
7569196;5;1;5;103.02892712;1;3;2;2;2;;;2;
7569196;6;1;6;103.02892712;1;3;2;2;2;;;2;
7569197;6;1;6;67.734187492;7;3;2;2;2;;;2;
7569201;3;1;3;69.317379296;3;3;2;2;2;;;2;
7569210;3;1;3;54.587436196;3;3;2;2;2;;;2;
7569212;6;1;6;54.468761723;6;3;2;2;2;;;2;
7569216;4;1;4;24.72762431;4;6;2;2;2;;;1;1
7569217;6;1;6;63.207362964;6;6;2;2;2;;;2;
7569225;5;1;5;339.18469421;1;3;2;2;2;;;1;2
7569225;6;1;6;339.18469421;1;3;2;2;2;;;2;
7569228;6;1;6;288.51112185;6;3;2;2;2;;;1;3
7569239;4;1;4;238.39362137;2;3;2;2;2;;;1;6
7569249;3;1;3;75.490352452;1;3;2;2;2;;;1;8
7569249;4;1;4;75.490352452;1;6;2;2;2;;;2;
7569259;3;1;3;1907.443863;2;3;2;2;2;;;2;
7569267;4;1;4;63.82611705;3;6;2;2;2;;;2;
7569268;2;1;2;90.895214702;1;3;2;2;2;;;2;
7569269;3;1;3;71.295431707;3;3;2;2;2;;;2;
7569275;5;1;5;74.847958611;5;3;2;2;2;;;2;
7569276;5;1;5;74.601756098;5;3;2;2;2;;;2;
7569284;3;1;3;82.322623146;3;3;2;2;2;;;1;2
7569284;4;1;4;82.322623146;4;3;2;2;2;;;2;
7569296;5;1;5;135.71585823;5;3;2;2;2;;;1;3
7569296;6;1;6;135.71585823;6;3;2;2;2;;;1;2
7569299;3;1;3;74.686397988;2;6;2;2;2;;;2;
7569303;3;1;3;68.703539362;3;6;2;2;2;;;2;
7569308;2;1;2;28.324466756;2;3;2;2;2;;;2;
7569309;2;1;2;31.858074502;2;3;2;2;2;;;2;
7569313;2;1;2;6.6255701569;2;3;2;2;2;;;1;2
7569315;2;1;2;6.6255701569;2;3;2;2;2;;;1;3
7569329;3;1;3;175.57094839;1;3;2;2;2;;;2;
7569348;4;1;4;328.99506913;2;3;2;2;2;;;2;
7569356;3;1;3;187.27062239;1;3;2;2;2;;;2;
7569366;2;1;2;146.21959357;1;3;2;2;2;;;2;
7569371;3;1;3;207.96842227;2;3;2;2;2;;;2;
7569381;3;1;3;239.74985749;1;3;2;2;2;;;1;2
7569382;4;1;4;128.94581443;3;3;2;2;2;;;1;3
7569385;3;1;3;196.89102959;2;3;2;2;2;;;2;
7569388;5;1;5;205.78800532;1;6;2;2;2;;;2;
7569398;2;1;2;177.57770276;2;3;2;2;2;;;1;7
7569398;3;1;3;177.57770276;3;3;2;2;2;;;2;
7569400;3;1;3;103.60426906;3;3;2;2;2;;;2;
7569401;4;1;4;91.393387064;3;3;2;2;2;;;2;
7569405;5;1;5;123.22401254;5;3;2;2;2;;;2;
7569421;2;1;2;110.53872683;2;3;2;2;2;;;1;1
7569431;3;1;3;142.39122048;2;3;2;2;2;;;1;2
7569443;2;1;2;65.806852257;2;3;2;2;2;;;1;3
7569444;3;1;3;193.8430508;3;3;2;2;2;;;1;4
7569444;4;1;4;193.8430508;4;3;2;2;2;;;2;
7569452;3;1;3;109.89559478;3;3;2;2;2;;;1;1
7569454;5;1;5;237.53808313;5;3;2;2;2;;;2;
7569463;2;1;2;100.41254679;2;3;2;2;2;;;1;1
7569464;3;1;3;45.987786731;3;3;2;2;2;;;2;
7569467;5;1;5;64.187825332;5;3;2;2;2;;;2;
7569467;7;1;7;64.187825332;7;3;2;2;2;;;2;
7569468;6;1;6;40.355987346;6;3;2;2;2;;;1;5
7569486;2;1;2;184.6524836;2;3;2;2;2;;;2;
7569488;3;1;3;208.63697506;3;3;2;2;2;;;2;
7569499;2;1;2;180.45638756;1;3;2;2;2;;;2;
7569504;2;1;2;222.26687841;1;3;2;2;2;;;2;
7569508;3;1;3;204.14295754;2;3;2;2;2;;;1;1
7569512;2;1;2;222.55552176;1;3;2;2;2;;;2;
7569520;3;1;3;230.09430492;2;3;2;2;2;;;2;
7569528;3;1;3;227.77928617;2;3;2;2;2;;;2;
7569529;4;1;4;214.28544901;4;3;2;2;2;;;1;3
7569534;2;1;2;209.14172272;2;3;2;2;2;;;2;
7569537;3;1;3;145.72526465;2;6;2;2;2;;;2;
7569545;3;1;3;51.649000502;3;3;2;2;2;;;2;
7569546;3;1;3;84.74918847;3;3;2;2;2;;;1;15
7569546;4;1;4;84.74918847;4;3;2;2;2;;;1;5
7569546;5;1;5;84.74918847;5;3;2;2;2;;;2;
7569549;3;1;3;35.14123774;2;3;2;2;2;;;2;
7569554;3;1;3;64.762959605;3;3;2;2;2;;;2;
7569554;4;1;4;64.762959605;4;3;2;2;2;;;1;2
7569560;3;1;3;66.58555063;3;3;2;2;2;;;2;
7569560;4;1;4;66.58555063;4;3;2;2;2;;;2;
7569560;5;1;5;66.58555063;5;3;2;2;2;;;2;
7569564;4;1;4;105.88606692;4;3;2;2;2;;;2;
7569565;3;1;3;42.373575224;3;3;2;2;2;;;2;
7569568;2;1;2;42.373575224;2;3;2;2;2;;;1;3
7569570;2;1;2;42.373575224;2;3;2;2;2;;;2;
7569573;2;1;2;523.89428162;1;4;2;2;2;;;1;6
7569573;3;1;3;523.89428162;1;4;2;2;2;;;1;6
7569581;3;1;3;336.01936136;3;6;2;2;2;;;2;
7569586;5;1;5;245.4778232;5;3;2;2;2;;;2;
7569591;2;1;2;125.00790668;1;3;2;2;2;;;1;5
7569599;4;1;4;208.88813981;4;3;2;2;2;;;2;
7569599;5;1;5;208.88813981;5;3;2;2;2;;;2;
7569606;6;1;6;268.40646626;6;3;2;2;2;;;2;
7569606;7;1;7;268.40646626;5;6;2;2;2;;;2;
7569613;2;1;2;296.37491313;2;3;2;2;2;;;2;
7569613;3;1;3;296.37491313;3;3;2;2;2;;;2;
7569614;3;1;3;334.87015019;2;3;2;2;2;;;2;
7569616;5;1;5;371.35960852;5;3;2;2;2;;;1;3
7569618;4;1;4;404.99348994;4;3;2;2;2;;;1;3
7569619;3;1;3;501.97674918;3;3;2;2;2;;;2;
7569620;2;1;2;387.93870021;2;3;2;2;2;;;1;2
7569620;3;1;3;387.93870021;1;3;2;2;2;;;2;
7569625;6;1;6;515.77958187;6;3;2;2;2;;;2;
7569629;6;1;6;317.7691735;6;3;2;2;2;;;2;
7569633;2;1;2;474.95738109;2;3;2;2;2;;;2;
7569635;5;1;5;340.64342396;5;3;2;2;2;;;2;
7569636;3;2;3;204.61567031;3;6;2;2;2;;;2;
7569642;4;1;4;402.97127765;4;3;2;2;2;;;2;
7569649;4;1;4;506.8140167;2;3;2;2;2;;;2;
7569650;5;1;5;558.41563723;5;3;2;2;2;;;2;
7569650;6;1;6;558.41563723;6;3;2;2;2;;;2;
7569651;3;1;3;244.71618479;2;3;2;2;2;;;2;
7569654;4;1;4;207.32977804;4;3;2;2;2;;;2;
7569656;4;1;4;259.15449977;4;3;2;2;2;;;2;
7569657;5;1;5;185.58370818;5;3;2;2;2;;;2;
7569660;6;1;6;203.69113329;6;3;2;2;2;;;1;1
7569661;3;1;3;183.1129985;3;3;2;2;2;;;2;
7569673;3;1;3;204.95140718;1;3;2;2;2;;;2;
7569673;4;1;4;204.95140718;1;3;2;2;2;;;2;
7569678;3;1;3;45.620722451;2;6;2;2;2;;;2;
7569679;3;1;3;50.75874354;1;3;2;2;2;;;1;3
7569680;4;1;4;59.172338969;1;3;2;2;2;;;2;
7569680;5;1;5;59.172338969;1;3;2;2;2;;;2;
7569680;6;1;6;59.172338969;1;3;2;2;2;;;2;
7569681;3;1;3;30.984335799;3;3;2;2;2;;;2;
7569687;6;1;6;112.63517371;2;3;2;2;2;;;2;
7569688;3;1;3;112.50361197;2;3;2;2;2;;;1;2
7569692;5;1;5;85.420892345;2;3;2;2;2;;;1;2
7569695;4;1;4;1624.5160032;1;3;2;2;2;;;1;2
7569695;5;1;5;1624.5160032;1;3;2;2;2;;;2;
7569723;3;1;3;782.45678637;3;3;2;2;2;;;2;
7569723;8;1;8;782.45678637;8;3;2;2;2;;;2;
7569734;2;1;2;525.36162098;2;3;2;2;2;;;1;3
7569734;3;1;3;525.36162098;3;3;2;2;2;;;1;1
7569737;4;1;4;649.48675051;3;3;2;2;2;;;2;
7569741;3;1;3;935.9661779;2;3;2;2;2;;;2;
7569761;3;2;3;628.92255335;3;3;2;2;2;;;1;2
7569763;5;1;5;577.77540213;5;3;2;2;2;;;2;
7569768;5;1;5;458.7950183;5;3;2;2;2;;;2;
7569768;6;1;6;458.7950183;6;3;2;2;2;;;2;
7569783;4;1;4;478.07876585;4;3;2;2;2;;;1;2
7569784;2;1;2;314.68867083;2;3;2;2;2;;;1;2
7569785;5;1;5;268.03507444;5;3;2;2;2;;;1;7
7569786;5;1;5;367.63662829;5;3;2;2;2;;;2;
7569839;5;1;5;144.59068323;5;3;2;2;2;;;2;
7569846;3;1;3;229.33601837;3;3;2;2;2;;;2;
7569849;4;1;4;236.98322561;2;3;2;2;2;;;2;
7569883;4;1;4;218.17759679;4;3;2;2;2;;;1;3
7569884;3;1;3;200.59043381;2;3;2;2;2;;;2;
7569889;4;1;4;218.17759679;2;3;2;2;2;;;2;
7569899;2;1;2;178.31976906;1;3;2;2;2;;;2;
7569913;2;1;2;112.20577796;2;3;2;2;2;;;2;
7569921;3;1;3;121.55421234;1;3;2;2;2;;;2;
7569925;2;1;2;112.20577796;1;3;2;2;2;;;2;
7569926;3;1;3;143.2487912;1;3;2;2;2;;;2;
7569926;4;1;4;143.2487912;1;3;2;2;2;;;2;
7569926;5;1;5;143.2487912;1;3;2;2;2;;;2;
7569930;2;1;2;146.60685568;2;3;2;2;2;;;2;
7569932;4;1;4;169.48874465;4;3;2;2;2;;;2;
7569940;4;1;4;167.07904043;2;3;2;2;2;;;2;
7569954;2;1;2;49.264568545;1;3;2;2;2;;;2;
7569967;3;1;3;85.471725456;2;3;2;2;2;;;2;
7569970;3;1;3;143.44754939;3;3;2;2;2;;;2;
7569971;2;1;2;155.5710181;2;3;2;2;2;;;2;
7569973;3;1;3;132.69223476;2;3;2;2;2;;;2;
7569974;2;1;2;152.80030322;2;3;2;2;2;;;2;
7569974;3;1;3;152.80030322;1;3;2;2;2;;;2;
7569978;2;1;2;200.03039919;1;3;2;2;2;;;2;
7569981;3;1;3;177.15585346;2;3;2;2;2;;;2;
7569990;2;1;2;197.17440792;1;4;2;2;2;;;1;4
7569993;2;1;2;200.03039919;1;3;2;2;2;;;2;
7569997;3;1;3;194.20275602;1;3;2;2;2;;;2;
7570003;7;1;7;93.90870581;5;3;2;2;2;;;2;
7570033;2;1;2;65.508426408;2;3;2;2;2;;;2;
7570037;2;1;2;91.064293424;2;3;2;2;2;;;2;
7570041;3;1;3;18.007230656;2;3;2;2;2;;;2;
7570042;3;1;3;23.55530092;2;3;2;2;2;;;2;
7570049;3;1;3;9.8106630435;3;3;2;2;2;;;2;
7570053;3;1;3;18.159082001;3;3;2;2;2;;;2;
7570057;3;1;3;13.612910834;2;3;2;2;2;;;1;7
7570058;4;1;4;24.882729728;2;3;2;2;2;;;2;
7570069;2;1;2;20.604190935;1;3;2;2;2;;;1;5
7570069;3;1;3;20.604190935;1;3;2;2;2;;;2;
7570084;4;1;4;226.4169053;4;3;2;2;2;;;1;3
7570084;5;1;5;226.4169053;5;3;2;2;2;;;1;1
7570084;6;1;6;226.4169053;6;3;2;2;2;;;1;1
7570102;4;1;4;268.38084251;1;3;2;2;2;;;2;
7570119;2;1;2;160.05071593;2;3;2;2;2;;;2;
7570135;4;1;4;235.11213888;4;3;2;2;2;;;1;2
7570179;3;1;3;65.94205017;2;3;2;2;2;;;1;2
7570180;4;1;4;58.479946462;4;3;2;2;2;;;2;
7570181;3;1;3;59.43344748;3;3;2;2;2;;;1;2
7570187;5;1;5;309.51891282;4;3;2;2;2;;;2;
7570195;4;1;4;342.26473376;2;3;2;2;2;;;2;
7570196;4;1;4;390.22370894;2;3;2;2;2;;;1;4
7570200;4;1;4;442.79770679;4;3;2;2;2;;;1;4
7570200;5;1;5;442.79770679;5;3;2;2;2;;;2;
7570212;2;1;2;307.92664603;1;3;2;2;2;;;2;
7570213;3;1;3;300.66611284;1;3;2;2;2;;;1;3
7570216;5;1;5;327.12923832;4;3;2;2;2;;;1;3
7570220;3;1;3;301.00211114;1;6;2;2;2;;;2;
7570221;2;1;2;226.37078105;2;3;2;2;2;;;2;
7570222;4;1;4;407.86716448;4;3;2;2;2;;;1;3
7570223;3;1;3;305.72249171;3;3;2;2;2;;;2;
7570231;3;1;3;359.2379372;1;3;2;2;2;;;2;
7570306;3;1;3;115.61317403;3;3;2;2;2;;;2;
7570313;4;1;4;115.61317403;4;3;2;2;2;;;2;
7570313;5;1;5;115.61317403;5;3;2;2;2;;;2;
7570315;5;1;5;115.61317403;5;3;2;2;2;;;2;
7570315;6;1;6;115.61317403;6;3;2;2;2;;;2;
7570336;3;1;3;124.54771067;2;3;2;2;2;;;2;
7570382;5;1;5;75.101050878;2;3;2;2;2;;;2;
7570382;6;1;6;75.101050878;2;3;2;2;2;;;2;
7570383;5;1;5;61.153053393;5;3;2;2;2;;;2;
7570390;3;1;3;66.133700017;3;3;2;2;2;;;2;
7570393;2;1;2;69.318164283;2;3;2;2;2;;;1;2
7570393;3;1;3;69.318164283;3;3;2;2;2;;;2;
7570403;3;1;3;103.48705914;3;3;2;2;2;;;2;
7570406;5;1;5;79.20179447;5;3;2;2;2;;;2;
7570406;6;1;6;79.20179447;6;3;2;2;2;;;2;
7570407;6;1;6;98.708155247;6;3;2;2;2;;;2;
7570408;3;1;3;94.079144676;3;3;2;2;2;;;2;
7570418;3;1;3;68.139976229;3;3;2;2;2;;;2;
7570420;2;1;2;62.622339661;2;3;2;2;2;;;2;
7570429;4;1;4;62.084454436;4;3;2;2;2;;;2;
7570431;3;1;3;1681.2146651;3;3;2;2;2;;;2;
7570432;4;1;4;1615.6241325;4;3;2;2;2;;;1;5
7570432;7;1;7;1615.6241325;7;3;2;2;2;;;1;1
7570437;3;1;3;2106.7589915;3;3;2;2;2;;;2;
7570443;3;2;3;1246.6616082;3;3;2;2;2;;;2;
7570457;5;1;5;541.10466268;1;4;2;2;2;;;1;6
7570464;4;1;4;242.726326;4;3;2;2;2;;;2;
7570473;3;1;3;178.98074353;1;3;2;2;2;;;1;1
7570478;3;1;3;143.84058659;3;3;2;2;2;;;2;
7570487;3;1;3;313.47450274;3;3;2;2;2;;;1;1
7570496;5;1;5;390.90190429;5;3;2;2;2;;;1;4
7570496;6;1;6;390.90190429;6;3;2;2;2;;;1;1
7570501;7;1;7;240.72378963;7;3;2;2;2;;;1;2
7570522;3;1;3;522.81698681;3;3;2;2;2;;;1;3
7570522;4;1;4;522.81698681;4;3;2;2;2;;;2;
7570523;3;1;3;415.04151724;2;3;2;2;2;;;2;
7570537;3;1;3;272.91866997;1;3;2;2;2;;;1;3
7570537;4;1;4;272.91866997;1;3;2;2;2;;;2;
7570553;4;1;4;272.91866997;2;3;2;2;2;;;2;
7570558;3;1;3;197.10611881;2;3;2;2;2;;;1;3
7570560;3;1;3;371.15291986;2;5;;;;;;2;
7570561;4;1;4;194.56028555;1;3;2;2;2;;;2;
7570564;3;1;3;50.781459503;3;3;2;2;2;;;2;
7570564;4;1;4;50.781459503;4;3;2;2;2;;;2;
7570572;3;1;3;60.955466848;3;6;2;2;2;;;2;
7570572;4;1;4;60.955466848;4;3;2;2;2;;;2;
7570573;3;1;3;81.79884676;3;3;2;2;2;;;2;
7570593;2;1;2;40.945127424;2;3;2;2;2;;;2;
7570597;3;1;3;74.63621114;3;3;2;2;2;;;1;3
7570598;4;1;4;70.83479262;4;3;2;2;2;;;1;1
7570598;5;1;5;70.83479262;5;3;2;2;2;;;1;1
7570626;6;1;6;44.070099025;1;3;2;2;2;;;2;
7570626;7;1;7;44.070099025;1;3;2;2;2;;;2;
7570628;2;1;2;14.276772348;1;3;2;2;2;;;2;
7570628;3;1;3;14.276772348;1;3;2;2;2;;;2;
7570629;5;1;5;8.9938977603;1;3;2;2;2;;;2;
7570630;3;1;3;44.070099025;1;3;2;2;2;;;2;
7570630;4;1;4;44.070099025;1;3;2;2;2;;;2;
7570634;4;1;4;21.153647532;1;3;2;2;2;;;2;
7570634;5;1;5;21.153647532;5;3;2;2;2;;;2;
7570638;3;1;3;5.5962030508;2;3;2;2;2;;;2;
7570642;5;1;5;11.18155306;2;3;2;2;2;;;2;
7570651;3;1;3;7.4413406319;3;3;2;2;2;;;2;
7570659;3;1;3;5.5943873842;3;3;2;2;2;;;1;1
7570662;2;1;2;9.3060078144;2;3;2;2;2;;;2;
7570668;6;1;6;9.4235153094;6;3;2;2;2;;;2;
7570676;3;1;3;10.482056468;3;3;1;;;210;;1;5
7570681;3;1;3;19.699767732;1;3;2;2;2;;;2;
7570686;2;1;2;9.4666405436;2;3;2;2;2;;;1;6
7570689;2;1;2;13.860588011;2;3;2;2;2;;;1;7
7570695;4;1;4;18.898321988;4;3;2;2;2;;;1;12
7570699;3;1;3;12.678443677;3;3;2;2;2;;;1;7
7570702;3;1;3;9.7333381489;3;3;2;2;2;;;1;3
