DIRECTORIO;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;FEX_C;P51;P772;P773;P6169;P6169S1;P8564;P8564S1;P8566;P8566S1;P8568;P8568S1;P6191;P6191S1;P8572;P8572S1;P8574;P8574S1;P8576;P8576S1;P55;P774;P774S1;P774S2;P774S3;P775;P776;P776S1;P776S2;P776S3;P58;P58S1;P58S2;P777;P778;P779;P779S1;P779S1A1;P779S2;P779S2A1;P779S3;P779S3A1;P779S11;P779S11A1;P779S12;P779S12A1;P779S5;P779S5A1;P779S6;P779S6A1;P779S7;P779S7A1;P779S8;P779S8A1;P779S13;P779S13A1;P779S9;P779S14;P779S9A2
7567591;2;1;2;27.136967412;5;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;2;;2;45;2;;1;3;;;;;1;3;;;;;;;;;;;;;;;
7567597;4;1;4;54.201560297;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;3;;;;;;;;;;;1;2;;;;;1;2;;;;;;;;;
7567599;5;1;5;52.185267715;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;4;;;;;1;3;1;3;1;3;;;;;;;;;;;;;;;;;
7567599;6;1;6;52.185267715;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;4;;;;;;;1;2;;;;;;;1;2;;;;;;;;;;;
7567599;8;1;8;52.185267715;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;4;;;;;;;;;;;1;2;;;;;1;2;;;;;;;;;
7567603;4;1;4;56.367543923;1;;3;2;;2;;2;;2;;2;;2;;2;;2;;1;4;;;;1;4;;;;1;1;;;;;1;4;;;1;3;1;3;;;;;;;;;;;;;;;
7567607;3;1;3;28.88902554;2;6;;;;;;;;;;;;;;;;;;1;3;;;8000;2;;;;;1;1;;;;;1;1;1;1;;;1;1;;;;;1;2;;;;;;;;;
7567620;3;1;3;238.65579344;1;;5;1;250000;1;50000;2;;1;50000;1;150000;2;;2;;2;;1;4;;;;2;;;;;1;2;;;;;1;1;1;2;1;2;1;3;1;4;1;2;1;2;1;1;1;2;1;4;;;
7567629;4;1;4;190.65161545;1;;1;2;;2;;2;;2;;2;;2;;2;;2;;1;3;;;6000;1;3;;;5000;1;2;;;;;;;;;;;;;;;1;2;1;2;1;2;;;;;;;
7567633;7;1;7;168.02718547;1;;1;2;;2;;2;;2;;2;;2;;2;;2;;1;4;;;;2;;;;;1;2;;;;;1;1;1;1;;;1;1;;;1;1;1;1;1;1;;;;;;;
7567639;5;1;5;236.23565523;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;;;;;;;;;1;2;;;;;;;
7567641;3;1;3;153.57918042;2;3;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;1;2;;;;;;;;;;;;;;;
7567643;3;1;3;192.64693514;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;1;;;;;;;;;;;;;;;;;;;1;2;;;;;;;
7567662;4;1;4;260.97893367;1;;2;2;;1;30000;2;;2;;1;17000;2;;2;;2;;1;3;;;5000;1;3;;;5000;1;5;;;;;;;;;;;;;;;1;2;;;1;2;;;;;;;
7567667;3;1;3;210.66671254;1;;2;1;30000;2;;1;100000;2;;1;30000;2;;2;;2;;2;;;;;1;4;;;;2;;2;25;4;;;;;;;;;;;;1;2;1;2;1;1;;;;;;;
7567686;3;1;3;136.02838507;2;2;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;;;;;;;1;2;1;1;;;;;;;
7567698;6;1;6;289.80004952;1;;2;1;35000;1;60000;1;40000;2;;1;35000;2;;2;;2;;1;3;;;3000;2;;;;;1;2;;;;;1;1;1;1;1;1;1;1;;;1;1;1;2;;;;;;;;;
7567702;4;1;4;194.58539276;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;1;1;;;;;;;;;;;;;;;;;;;
7567729;4;1;4;163.89287145;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;1;;;;;;;1;1;;;;;;;;;1;1;1;1;;;;;;;
7567729;5;1;5;163.89287145;1;;2;2;;2;;2;;2;;2;;2;;2;;2;;1;3;;;10000;1;3;;;3000;1;1;;;;;1;1;1;1;;;;;;;1;1;1;1;1;1;;;;;;;
7567735;4;1;4;102.49966691;1;;2;2;;2;;2;;2;;2;;2;;2;;2;;1;3;;;7000;1;3;;;1500;2;;2;36;2;;;;;;1;1;1;1;;;;;;;1;1;;;;;;;
7567739;5;1;5;117.93106138;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;1;2;1;2;1;2;1;1;1;1;1;1;1;2;1;1;;;1;1;;;
7567746;7;1;7;99.31655126;6;5;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;3;;;;;;;;;;;1;1;;;;;1;1;1;1;;;;;;;
7567747;2;1;2;91.180259988;2;8;;;;;;;;;;;;;;;;;;2;;;;;2;;;;;1;1;;;;;1;1;;;1;1;1;1;;;1;1;1;2;1;1;1;2;;;;;
7567756;4;1;4;186.07810366;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;1;2;;;;;;;;;;;;;;;
7567756;5;1;5;186.07810366;2;5;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;1;2;;;;;;;;;;;;;;;
7567758;3;1;3;102.52169787;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;;;;;1;2;;;1;2;;;;;;;
7567760;5;1;5;193.8430508;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;1;1;;;;;1;2;;;;;;;;;
7567765;5;1;5;151.1226581;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;;;;;;;;;1;2;;;;;;;
7567768;2;1;2;109.37939705;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;1;;;;;;;;;;;1;1;;;1;2;;;;;;;;;;;
7567774;3;1;3;139.69013118;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;1;2;;;;;;;;;;;;;;;
7567780;2;1;2;77.079940534;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;1;;;;;;;1;2;;;;;;;;;;;;;;;;;;;
7567782;3;1;3;190.23471355;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;1;2;;;;;;;;;;;;;;;;;;;;;
7567782;4;1;4;190.23471355;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;1;2;;;;;;;;;;;;;;;;;;;;;
7567791;3;1;3;146.62174705;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;1;1;;;1;1;;;;;;;;;;;
7567791;4;1;4;146.62174705;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;1;
7567795;4;1;4;111.05644397;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;1;1;;;;;;;;;;;;;;;
7567806;4;1;4;142.7704534;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;;;;;;;;;1;1;;;;;;;
7567812;2;1;2;86.517597951;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;1;;;;;;;;;;;1;2;;;1;2;;;;;;;;;;;
7567837;3;1;3;338.59868764;2;6;;;;;;;;;;;;;;;;;;1;4;;;;2;;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;1;
7567840;5;1;5;502.20087662;1;;1;2;;2;;2;;2;;2;;2;;2;;2;;1;3;;;10000;1;3;;;1500;2;;2;30;2;;;;;;;;1;2;;;1;2;;;1;1;;;;;;;
7567840;6;1;6;502.20087662;1;;1;2;;2;;2;;2;;2;;2;;2;;2;;1;3;;;10000;1;3;;;1500;2;;2;30;2;;;;;;;;;;;;1;2;;;1;1;;;;;;;
7567841;5;1;5;370.40377794;2;5;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;1;;;;;;;1;2;;;1;1;;;;;;;1;2;;;;;;;
7567846;3;1;3;332.1832125;1;;1;2;;2;;2;;2;;2;;2;;2;;2;;1;3;;;10000;1;4;;;;1;2;;;;;;;;;;;;;;;;;;;1;2;;;;;;;
7567846;4;1;4;332.1832125;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;;;;;;;;;1;3;;;;;;;
7567847;3;1;3;301.23306477;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;1;2;;;1;2;;;1;1;;;;;;;
7567848;4;1;4;397.56656215;1;;1;2;;2;;2;;2;;2;;2;;2;;2;;1;3;;;5000;1;3;;;2500;1;1;;;;;;;;;;;;;;;1;2;;;;;;;;;;;
7567869;7;1;7;305.94010529;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;1;2;1;2;;;1;1;;;1;1;;;;;;;
7567870;4;1;4;614.03576981;2;1;;;;;;;;;;;;;;;;;;2;;;;;2;;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;1;
7567871;4;1;4;310.09754029;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;1;;;;;1;1;1;1;1;1;1;1;;;1;1;1;2;1;1;1;2;;;;;
7567872;3;1;3;251.85399188;1;;1;2;;2;;2;;2;;2;;2;;2;;2;;1;4;;;;1;4;;;;1;2;;;;;;;1;2;1;2;1;1;;;1;1;1;2;;;;;1;1;;;
7567883;3;1;3;319.154959;2;8;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;1;;;;;1;1;1;1;1;2;1;1;;;1;1;;;;;;;;;;;
7567884;4;1;4;492.80884712;2;9;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;1;1;;;;;;;1;1;;;1;1;;;;;;;
7567889;4;1;4;253.92303693;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;1;2;1;3;1;1;;;;;;;;;;;
7567891;3;1;3;152.40167993;2;7;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;1;;;;;1;2;1;2;1;2;1;3;;;;;;;1;1;;;;;;;
7567894;3;1;3;186.48111147;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;;;;;1;1;;;;;;;;;;;
7567897;3;1;3;175.22445897;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;1;2;1;2;;;;;1;2;1;1;;;;;;;
7567902;3;1;3;193.5448293;2;3;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;1;2;;;;;;;1;2;;;1;1;;;;;;;
7567904;3;1;3;214.50754058;4;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;2;;2;36;4;;1;1;;;;;1;1;;;;;1;2;;;;;;;;;
7567910;4;1;4;79.389628154;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;;;;;1;2;1;2;1;1;;;;;;;
7567911;4;1;4;50.743510412;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;3;;;;;;;;;;;1;1;;;;;;;1;1;;;;;;;
7567939;3;1;3;827.98569531;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;1;2;1;2;;;1;2;;;1;1;;;1;2;;;;;;;
7567940;3;1;3;1506.6276884;1;;5;1;400000;2;;1;300000;2;;2;;2;;1;130000;2;;1;1;;;;1;1;;;;1;1;;;;;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;;;;;
7567940;4;1;4;1506.6276884;5;4;;;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;2;;2;60;2;;;;;;;;;;;;1;2;;;1;2;;;;;;;
7567943;2;1;2;739.14988654;5;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;1;;;;;;;;;;;1;2;;;;;1;2;;;;;;;;;
7567957;6;1;6;731.73491975;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;1;1;1;1;1;1;1;1;;;;;;;;;;;;;;;
7567993;6;1;6;669.11727629;1;;1;2;;1;80000;2;;2;;2;;2;;2;;2;;1;1;;;;1;1;;;;1;5;;;;;1;4;;;;;;;;;;;1;4;1;1;1;2;;;;;
7567998;3;2;3;459.14181811;5;9;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;4;;;;;;;;;;;;;;;;;1;1;;;;;;;;;
7567999;4;1;4;928.75153876;1;;4;2;;1;120000;1;75000;1;80000;2;;2;;2;;2;;1;4;;;;1;4;;;;1;1;;;;;1;2;;;;;1;3;;;;;1;2;1;1;;;;;;;
7568007;4;1;4;330.02381115;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;3;;;;;;;;;;;1;1;;;;;;;;;;;;;;;
7568020;4;1;4;1008.4874906;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;1;
7568023;5;1;5;1217.869682;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;1;1;;;1;1;1;1;;;;;;;;;
7568082;3;1;3;224.2670673;3;5;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;1;1;1;1;1;1;;;;;;;;;;;;;;;
7568115;3;1;3;81.047336111;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;1;;;;;;;;;;;;;;;;;1;2;1;1;;;1;1;;;
7568116;5;1;5;57.978489567;2;5;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;1;
7568133;4;1;4;206.55052409;2;3;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;3;;;;;;;;;1;2;1;2;;;;;;;1;2;;;;;;;
7568140;3;1;3;256.09694143;2;4;;;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;1;1;;;;;;;1;2;;;1;2;;;1;1;1;3;1;1;;;;;;;
7568150;3;1;3;79.114635849;2;5;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;1;2;;;1;2;;;;;;;;;;;
7568151;4;1;4;87.1591727;2;8;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;1;2;1;2;1;2;1;1;;;1;1;;;1;1;;;;;;;
7568154;3;1;3;112.96694495;2;1;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;1;2;;;;;1;2;;;;;1;2;;;
7568202;3;1;3;374.2366697;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;1;1;;;;;;;;;1;1;;;;;;;;;;;
7568206;3;1;3;480.43421845;2;8;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;1;2;1;2;;;;;;;1;2;1;3;1;1;;;;;;;
7568206;4;1;4;480.43421845;3;8;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;1;3;1;3;;;;;;;;;1;3;1;1;;;;;;;
7568208;5;1;5;361.74792413;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;1;
7568212;3;1;3;336.36497165;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;1;1;;;1;1;;;;;1;1;;;;;;;;;;;
7568222;5;1;5;260.57068532;5;5;;;;;;;;;;;;;;;;;;2;;;;;2;;;;;1;2;;;;;1;1;;;1;2;1;3;1;4;1;3;;;;;;;;;;;
7568228;4;1;4;285.35839102;2;1;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;1;2;1;2;1;1;1;1;;;1;1;;;1;1;;;;;;;
7568232;6;1;6;232.23258831;5;5;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;1;;;;;;;;;;;1;2;;;;;1;1;1;2;;;;;;;
7568237;4;1;4;220.87790259;5;3;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;3;;;;;;;;;1;3;;;;;1;2;;;1;1;;;1;1;;;
7568242;5;1;5;115.76544951;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;3;;;;;1;1;;;;;1;1;;;1;2;;;1;1;;;;;;;
7568248;5;1;5;282.97112796;1;;1;2;;2;;2;;2;;2;;2;;2;;2;;1;4;;;;1;4;;;;1;2;;;;;1;2;;;;;;;;;;;1;2;1;2;;;;;;;
7568249;6;1;6;140.42551323;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;1;
7568258;3;1;3;216.63936795;1;;2;2;;2;;2;;2;;2;;2;;2;;2;;1;4;;;;1;4;;;;1;1;;;;;;;;;;;;;;;1;2;1;2;1;2;;;;;;;
7568258;4;1;4;216.63936795;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;1;
7568269;7;1;7;348.05889314;1;;1;2;;2;;2;;2;;2;;2;;2;;2;;1;3;;;3000;1;3;;;2500;1;2;;;;;1;2;1;1;1;2;1;3;;;;;;;1;1;;;;;;;
7568276;3;1;3;399.02707159;1;;4;2;;2;;2;;1;10000;2;;2;;2;;2;;1;1;;;;1;1;;;;1;1;;;;;;;1;2;;;;;;;;;1;1;1;1;;;;;;;
7568277;2;2;2;344.01708422;5;8;;;;;;;;;;;;;;;;;;1;1;;;;1;4;;;;1;1;;;;;;;;;;;1;2;;;;;;;1;1;;;;;;;
7568278;4;1;4;267.48499534;2;4;;;;;;;;;;;;;;;;;;1;1;;;;1;4;;;;1;2;;;;;;;1;1;;;;;;;1;1;1;2;1;1;;;;;;;
7568283;6;1;6;485.52685257;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;1;;;;;;;1;2;;;;;;;;;;;;;;;;;;;
7568324;6;1;6;379.27080332;2;4;;;;;;;;;;;;;;;;;;1;3;;;4000;1;1;;;;1;2;;;;;1;2;;;;;;;;;;;;;;;;;;;;;
7568332;4;1;4;406.58232278;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;3;;;;;1;3;;;;;;;;;;;;;;;;;;;;;
7568355;3;1;3;286.58290967;2;1;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;1;;;;;1;2;1;2;;;;;;;;;;;1;2;;;;;;;
7568366;4;1;4;523.28361928;2;6;;;;;;;;;;;;;;;;;;2;;;;;2;;;;;1;2;;;;;;;;;;;;;;;;;;;1;1;;;;;;;
7568373;3;1;3;174.84030415;2;5;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;;;;;1;2;1;2;1;2;;;;;;;
7568387;3;1;3;174.18268007;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;1;2;1;2;;;;;1;2;1;2;1;1;;;;;;;
7568387;4;1;4;174.18268007;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;1;2;1;2;1;2;;;;;1;2;1;2;;;;;;;
7568388;4;1;4;196.28029821;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;1;;;;;;;1;2;;;;;;;;;1;2;;;;;;;;;
7568392;4;2;4;229.94789736;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;3;;;;;;;1;2;;;1;1;;;1;1;1;2;1;1;;;;;;;
7568395;4;1;4;200.94217763;2;8;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;1;2;;;;;;;;;1;2;1;1;;;;;;;
7568399;6;1;6;227.38389205;2;4;;;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;1;2;;;;;;;;;;;;;;;;;;;1;1;;;;;;;
7568399;7;1;7;227.38389205;2;6;;;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;1;
7568400;6;1;6;165.45085283;5;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;1;1;;;;;;;;;;;;;;;
7568404;3;1;3;320.95306342;2;6;;;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;1;
7568411;3;1;3;268.9554356;5;6;;;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;2;;2;52;4;;;;;;;;;;;;;;;;1;1;;;;;;;
7568411;4;1;4;268.9554356;5;6;;;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;2;;2;52;4;;;;;;;;;;;;;;;;;;;;;;;1;
7568419;4;1;4;428.36557508;2;6;;;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;1;2;;;;;;;;;;;;;;;;;1;3;1;1;;;;;;;
7568419;5;1;5;428.36557508;2;6;;;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;1;
7568421;4;1;4;388.14336658;2;3;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;1;1;;;;;;;1;1;;;1;1;;;;;;;
7568425;6;1;6;44.451674765;5;8;;;;;;;;;;;;;;;;;;2;;;;;2;;;;;1;5;;;;;;;;;;;;;;;;;;;1;1;;;;;;;
7568442;6;1;6;94.282126139;2;4;;;;;;;;;;;;;;;;;;2;;;;;2;;;;;1;5;;;;;;;1;2;;;;;;;;;;;;;;;;;;;
7568442;7;1;7;94.282126139;2;4;;;;;;;;;;;;;;;;;;2;;;;;2;;;;;1;6;;;;;;;;;;;1;1;;;;;;;;;;;;;;;
7568445;3;1;3;83.323159481;2;4;;;;;;;;;;;;;;;;;;2;;;;;2;;;;;1;2;;;;;;;;;;;1;1;;;;;;;;;;;;;;;
7568455;6;1;6;74.280899829;1;;1;2;;1;20000;1;20000;1;20000;2;;2;;2;;2;;1;1;;;;2;;;;;1;1;;;;;;;;;;;;;;;1;1;1;2;;;;;;;;;
7568456;6;1;6;56.908026442;2;6;;;;;;;;;;;;;;;;;;1;4;;;;2;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;
7568463;3;1;3;41.197210301;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;
7568469;5;1;5;59.740017886;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;;;;;1;2;1;1;;;;;;;;;
7568469;6;1;6;59.740017886;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;1;1;;;;;1;2;;;;;;;;;
7568482;7;1;7;109.08684442;1;;2;2;;1;25000;2;;1;10000;2;;2;;1;30000;2;;1;3;;;5000;1;3;;;3000;1;1;;;;;;;;;;;1;1;;;1;1;;;;;;;;;;;
7568482;8;1;8;109.08684442;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;1;;;;;;;;;;;1;1;;;1;1;;;;;;;;;;;
7568488;7;1;7;3.4302306553;2;5;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;;;;;;;;;1;2;;;1;1;;;
7568501;3;1;3;6.6006756799;2;5;;;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;1;2;;;;;1;2;1;2;;;;;;;;;;;;;;;;;;;
7568502;3;1;3;7.6868529861;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;1;1;;;1;1;1;2;;;;;;;;;
7568507;8;1;8;6.5348119417;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;1;;;;1;6;;;;;;;1;2;1;3;;;;;;;;;;;;;;;;;
7568512;4;1;4;5.6127874976;2;5;;;;;;;;;;;;;;;;;;1;4;;;;2;;;;;1;2;;;;;;;;;;;1;1;;;;;;;1;1;;;1;2;;;
7568542;3;1;3;12.980897891;1;;2;2;;2;;2;;2;;2;;2;;2;;2;;1;3;;;10000;1;3;;;7000;1;2;;;;;;;;;;;;;;;;;1;2;1;1;;;;;;;
7568548;4;1;4;20.342614948;1;;1;2;;2;;1;60000;2;;2;;2;;2;;2;;1;3;;;20000;1;3;;;8000;1;2;;;;;;;;;1;2;1;1;;;1;1;1;4;1;1;1;4;;;;;
7568551;4;1;4;70.54040675;2;2;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;;;;;;;1;3;;;;;;;;;
7568551;5;1;5;70.54040675;2;6;;;;;;;;;;;;;;;;;;2;;;;;2;;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;1;
7568572;3;1;3;41.596571341;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;;;;;1;1;1;2;;;;;;;;;
7568577;3;1;3;114.87550509;1;;3;2;;2;;2;;1;10000;2;;2;;2;;2;;1;3;;;10000;1;3;;;6000;1;2;;;;;;;;;;;1;1;;;1;1;1;2;;;;;;;;;
7568577;4;1;4;114.87550509;1;;3;2;;2;;1;10000;1;20000;2;;2;;2;;2;;1;3;;;10000;1;3;;;6000;1;2;;;;;;;1;1;;;1;1;;;1;2;1;2;;;;;;;;;
7568579;4;1;4;75.683861713;1;;2;2;;2;;2;;2;;2;;2;;2;;2;;1;3;;;10000;1;3;;;8000;1;3;;;;;;;;;;;1;2;;;1;1;1;2;1;2;;;;;;;
7568581;2;1;2;87.652297305;1;;2;2;;2;;2;;2;;2;;2;;2;;2;;1;3;;;8000;1;3;;;8000;1;1;;;;;;;;;;;1;1;;;1;1;1;3;1;2;;;;;;;
7568594;3;1;3;74.26955026;2;4;;;;;;;;;;;;;;;;;;2;;;;;2;;;;;1;1;;;;;;;1;2;1;2;1;2;;;;;1;2;1;2;;;;;;;
7568599;3;1;3;118.51493582;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;1;2;;;1;1;;;;;;;;;;;1;2;;;
7568606;2;1;2;34.739063215;3;8;;;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;1;1;;;;;1;2;1;1;;;;;;;1;1;;;1;1;1;2;1;1;;;
7568641;2;1;2;19.50622853;5;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;2;;2;26;4;;;;;;;;;;;;;;1;1;1;1;;;;;;;
7568667;4;1;4;468.69256386;1;;1;2;;2;;2;;2;;2;;2;;2;;2;;1;4;;;;1;4;;;;1;7;;;;;1;1;;;;;1;1;;;;;;;1;1;;;;;;;
7568669;8;1;8;372.43926349;2;8;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;7;;;;;1;1;1;1;1;3;1;1;;;1;1;1;2;1;1;;;;;;;
7568674;4;1;4;601.21028894;2;8;;;;;;;;;;;;;;;;;;2;;;;;1;4;;;;1;2;;;;;1;1;;;;;1;1;;;1;1;1;2;;;;;;;;;
7568681;4;1;4;6.3298914138;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;3;;;;;;;1;2;;;1;2;;;1;1;;;;;;;;;;;
