DIRECTORIO;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;FEX_C;P8692S3A1
7750004;1;1;1;188.67884553;1
7750004;2;1;1;188.67884553;2
7750151;1;1;1;25.50099259;1
7750151;2;1;1;25.50099259;2
7750165;1;1;1;14.768180424;1
7750165;2;1;1;14.768180424;2
7750166;1;1;1;14.805005202;1
7750166;2;1;1;14.805005202;2
7750189;1;1;1;25.154004919;1
7750189;2;1;1;25.154004919;2
7750194;1;1;1;11.196230007;1
7750194;2;1;1;11.196230007;2
7750204;1;1;1;18.097723356;1
7750204;2;1;1;18.097723356;2
7750209;1;1;1;14.805005202;1
7750209;2;1;1;14.805005202;2
7750276;1;1;1;20.811027815;1
7750276;2;1;1;20.811027815;2
7750287;1;1;1;11.196230007;1
7750287;2;1;1;11.196230007;2
7750296;1;1;1;22.572220899;1
7750296;2;1;1;22.572220899;2
7750547;1;1;1;274.67208067;1
7750547;2;1;1;274.67208067;2
7750757;1;1;1;390.65749134;1
7750757;2;1;1;390.65749134;2
7750963;1;1;1;309.41935497;1
7750963;2;1;1;309.41935497;2
7750967;1;1;1;447.11440509;1
7750967;2;1;1;447.11440509;2
7750974;1;1;1;522.55365905;1
7750974;2;1;1;522.55365905;2
7750974;3;1;1;522.55365905;3
7750991;1;1;1;617.52291939;1
7750991;2;1;1;617.52291939;2
7751082;1;1;1;23.323355251;1
7751082;2;1;1;23.323355251;2
7751097;1;1;1;20.991019726;1
7751097;2;1;1;20.991019726;2
7751352;1;1;1;46.433148581;1
7751352;2;1;1;46.433148581;2
7751464;1;1;1;24.928982316;1
7751464;2;1;1;24.928982316;2
7751545;2;1;1;28.015466277;2
7751545;1;1;1;28.015466277;1
7751553;1;1;1;29.174810513;1
7751553;2;1;1;29.174810513;2
7751567;1;1;1;14.647687886;1
7751567;2;1;1;14.647687886;2
7751718;1;1;1;135.30916197;1
7751718;2;1;1;135.30916197;2
7751721;1;1;1;168.697137;1
7751721;2;1;1;168.697137;2
7751754;1;1;1;78.02418903;1
7751754;2;1;1;78.02418903;2
7751779;1;1;1;1554.3225493;1
7751779;2;1;1;1554.3225493;2
7751783;1;1;1;1961.9308075;1
7751783;2;1;1;1961.9308075;2
7751802;1;1;1;1801.8478423;1
7751802;2;1;1;1801.8478423;2
7751807;1;1;1;1700.106102;1
7751807;2;1;1;1700.106102;2
7751808;1;1;1;1663.2348504;1
7751808;2;1;1;1663.2348504;2
7751858;1;1;1;11.961887355;1
7751858;2;1;1;11.961887355;2
7751872;1;1;1;597.55067349;1
7751872;2;1;1;597.55067349;2
7751933;1;1;1;105.97514997;1
7751933;2;1;1;105.97514997;2
7751945;1;1;1;797.35639377;1
7751945;2;1;1;797.35639377;2
7751960;1;1;1;71.336510208;1
7751960;2;1;1;71.336510208;2
7751963;1;1;1;71.336510208;1
7751963;2;1;1;71.336510208;2
7751978;1;1;1;378.04670448;1
7751978;2;1;1;378.04670448;2
7752015;1;1;1;44.479975057;1
7752015;2;1;1;44.479975057;2
7752022;1;1;1;282.00595601;1
7752022;2;1;1;282.00595601;2
7752044;1;1;1;544.55429169;1
7752044;2;1;1;544.55429169;2
7752046;1;1;1;426.38725778;4
7752046;2;1;1;426.38725778;2
7752048;1;1;1;408.68338266;1
7752048;2;1;1;408.68338266;2
7752062;1;1;1;78.744682249;1
7752062;2;1;1;78.744682249;2
7752115;1;1;1;37.688423578;1
7752115;2;1;1;37.688423578;2
7752117;1;1;1;36.850903054;1
7752117;2;1;1;36.850903054;2
7752274;1;1;1;139.20279461;1
7752274;2;1;1;139.20279461;2
7752316;1;1;1;147.39208133;1
7752316;2;1;1;147.39208133;2
7752334;1;1;1;191.45592178;1
7752334;2;1;1;191.45592178;2
7752347;1;1;1;66.371886469;1
7752347;2;1;1;66.371886469;2
7752358;1;1;1;107.11149202;1
7752358;2;1;1;107.11149202;2
7752391;1;1;1;284.37551669;1
7752391;2;1;1;284.37551669;2
7752406;1;1;1;239.36029469;1
7752406;2;1;1;239.36029469;2
7752431;1;1;1;43.503602162;1
7752431;2;1;1;43.503602162;2
7752448;1;1;1;48.254880661;1
7752448;2;1;1;48.254880661;2
7752465;1;1;1;37.64743816;1
7752465;2;1;1;37.64743816;2
7752484;1;1;1;202.36631545;1
7752484;2;1;1;202.36631545;2
7752533;1;1;1;1044.2598748;1
7752533;2;1;1;1044.2598748;2
7752534;1;1;1;901.02495123;1
7752534;2;1;1;901.02495123;2
7752535;1;1;1;915.31304051;1
7752535;2;1;1;915.31304051;2
7752547;1;1;1;123.55572497;1
7752547;2;1;1;123.55572497;2
7752611;1;1;1;79.678139227;1
7752611;2;1;1;79.678139227;2
7752637;1;1;1;15.712957916;1
7752637;2;1;1;15.712957916;2
7752639;1;1;1;15.712957916;1
7752639;2;1;1;15.712957916;2
7752648;1;1;1;225.78033474;1
7752648;2;1;1;225.78033474;2
7752668;1;1;1;427.54405913;1
7752668;2;1;1;427.54405913;2
7752701;1;1;1;20.322021751;1
7752701;2;1;1;20.322021751;2
7752708;1;1;1;39.666616037;1
7752708;2;1;1;39.666616037;2
7752711;1;1;1;71.384681169;1
7752711;2;1;1;71.384681169;2
7752776;1;1;1;19.408143214;1
7752776;2;1;1;19.408143214;2
7752794;1;1;1;59.579976274;1
7752794;2;1;1;59.579976274;2
7752859;1;1;1;335.88094055;1
7752859;2;1;1;335.88094055;2
7752862;1;1;1;403.24637197;1
7752862;2;1;1;403.24637197;2
7752944;1;1;1;255.35699571;1
7752944;2;1;1;255.35699571;2
7753046;1;1;1;197.24756886;1
7753046;2;1;1;197.24756886;2
7753083;1;1;1;61.011227282;1
7753083;2;1;1;61.011227282;2
7753144;1;1;1;103.12438646;1
7753144;2;1;1;103.12438646;2
7753146;1;1;1;95.049330249;1
7753146;2;1;1;95.049330249;2
7753210;1;1;1;21.77200387;1
7753210;2;1;1;21.77200387;2
7753246;1;1;1;13.746525704;1
7753246;2;1;1;13.746525704;2
7753308;1;1;1;10.650147753;1
7753308;2;1;1;10.650147753;2
7753360;1;1;1;9.1404242906;1
7753360;2;1;1;9.1404242906;2
7753391;1;1;1;48.508082323;1
7753391;2;1;1;48.508082323;2
7753411;1;1;1;22.785036768;1
7753411;2;1;1;22.785036768;2
7753439;1;1;1;273.0989017;1
7753439;2;1;1;273.0989017;2
7753481;1;1;1;515.66208485;1
7753481;2;1;1;515.66208485;2
7753503;1;1;1;44.594867493;1
7753503;2;1;1;44.594867493;2
7753526;1;1;1;46.309443139;1
7753526;2;1;1;46.309443139;2
7753567;1;1;1;29.603357401;1
7753567;2;1;1;29.603357401;2
7753696;1;1;1;55.064989249;1
7753696;2;1;1;55.064989249;2
7753757;1;1;1;234.11312579;1
7753757;2;1;1;234.11312579;2
7753961;1;1;1;73.494004523;1
7753961;2;1;1;73.494004523;2
7753976;1;1;1;86.302842978;1
7753976;2;1;1;86.302842978;2
7753994;1;1;1;185.7837069;1
7753994;2;1;1;185.7837069;2
7754002;1;1;1;203.0973522;1
7754002;2;1;1;203.0973522;2
7754006;1;1;1;46.295842079;1
7754006;2;1;1;46.295842079;3
7754019;1;1;1;112.79322386;1
7754019;2;1;1;112.79322386;2
7754194;1;1;1;104.89629238;1
7754194;2;1;1;104.89629238;2
7754226;1;1;1;163.19872319;1
7754226;2;1;1;163.19872319;2
7754253;1;1;1;129.69611384;1
7754253;2;1;1;129.69611384;2
7754306;1;1;1;323.74458385;1
7754306;2;1;1;323.74458385;2
7754310;1;1;1;364.86402035;1
7754310;2;1;1;364.86402035;2
7754323;1;1;1;441.03109262;1
7754323;2;1;1;441.03109262;2
7754536;1;1;1;1559.9332018;1
7754536;2;1;1;1559.9332018;2
7754548;1;1;1;1793.7218249;1
7754548;2;1;1;1793.7218249;2
7754561;1;1;1;1755.7297017;1
7754561;2;1;1;1755.7297017;2
7754564;1;1;1;1450.2162382;1
7754564;2;1;1;1450.2162382;2
7754577;1;1;1;1793.7218249;1
7754577;2;1;1;1793.7218249;2
7754584;1;1;1;1704.658841;1
7754584;2;1;1;1704.658841;2
7754592;1;1;1;1716.6994767;1
7754592;2;1;1;1716.6994767;2
7754598;1;1;1;1899.7275603;1
7754598;2;1;1;1899.7275603;2
7754619;1;1;1;1886.3003544;1
7754619;2;1;1;1886.3003544;2
7754650;1;1;1;9.7082906293;1
7754650;2;1;1;9.7082906293;2
7754666;1;1;1;20.396475989;1
7754666;2;1;1;20.396475989;2
7754678;1;1;1;6.2314734355;1
7754678;2;1;1;6.2314734355;2
7754679;1;1;1;12.352432594;1
7754679;2;1;1;12.352432594;2
7754714;1;1;1;7.0701195105;1
7754714;2;1;1;7.0701195105;2
7754760;1;1;1;10.33760871;1
7754760;2;1;1;10.33760871;2
7754763;1;1;1;10.33760871;1
7754763;2;1;1;10.33760871;2
7754774;1;1;1;42.761961595;1
7754774;2;1;1;42.761961595;2
7754776;1;1;1;10.33760871;1
7754776;2;1;1;10.33760871;2
7754894;1;1;1;274.82801332;2
7754894;2;1;1;274.82801332;3
7754894;3;1;1;274.82801332;4
7754906;1;1;1;136.62009595;1
7754906;2;1;1;136.62009595;2
7754933;1;1;1;130.61726252;1
7754933;2;1;1;130.61726252;2
7754938;1;1;1;94.918428954;1
7754938;2;1;1;94.918428954;2
7754939;1;1;1;180.2668941;1
7754939;2;1;1;180.2668941;2
7754941;1;1;1;119.80282353;1
7754941;2;1;1;119.80282353;2
7754965;1;1;1;83.713515519;1
7754965;2;1;1;83.713515519;2
7754967;1;1;1;94.00846565;1
7754967;2;1;1;94.00846565;2
7754982;1;1;1;35.861928971;1
7754982;2;1;1;35.861928971;2
7755001;1;1;1;32.998601217;1
7755001;2;1;1;32.998601217;2
7755006;1;1;1;29.384895243;1
7755006;2;1;1;29.384895243;2
7755011;1;1;1;29.702034825;1
7755011;2;1;1;29.702034825;2
7755013;1;1;1;32.998601217;1
7755013;2;1;1;32.998601217;2
7755015;1;1;1;35.861928971;1
7755015;2;1;1;35.861928971;2
7755021;1;1;1;95.456016519;1
7755021;2;1;1;95.456016519;2
7755029;1;1;1;128.05844988;1
7755029;2;1;1;128.05844988;2
7755041;1;1;1;29.384895243;1
7755041;2;1;1;29.384895243;2
7755051;1;1;1;85.956762542;1
7755051;2;1;1;85.956762542;2
7755060;1;1;1;108.23697998;1
7755060;2;1;1;108.23697998;2
7755070;1;1;1;96.767855063;1
7755070;2;1;1;96.767855063;2
7755087;1;1;1;96.767855063;1
7755087;2;1;1;96.767855063;2
7755101;1;1;1;128.05844988;1
7755101;2;1;1;128.05844988;2
7755107;1;1;1;151.73086369;1
7755107;2;1;1;151.73086369;2
7755121;1;1;1;80.01969533;1
7755121;2;1;1;80.01969533;2
7755124;1;1;1;137.38025276;1
7755124;2;1;1;137.38025276;2
7755127;1;1;1;145.73040129;1
7755127;2;1;1;145.73040129;2
7755164;1;1;1;44.839815954;1
7755164;2;1;1;44.839815954;2
7755171;1;1;1;52.93074343;1
7755171;2;1;1;52.93074343;2
7755203;1;1;1;81.756325955;1
7755203;2;1;1;81.756325955;2
7755254;1;1;1;34.154807698;1
7755254;2;1;1;34.154807698;2
7755264;1;1;1;29.182872281;1
7755264;2;1;1;29.182872281;2
7755279;1;1;1;58.632888189;1
7755279;2;1;1;58.632888189;2
7755287;1;1;1;320.4603138;1
7755287;2;1;1;320.4603138;2
7755298;1;1;1;265.80568191;1
7755298;2;1;1;265.80568191;2
7755302;1;1;1;313.56238787;1
7755302;2;1;1;313.56238787;2
7755307;1;1;1;217.83601054;1
7755307;2;1;1;217.83601054;2
7755318;1;1;1;264.4371983;1
7755318;2;1;1;264.4371983;2
7755348;1;1;1;226.82264602;1
7755348;2;1;1;226.82264602;2
7755362;1;1;1;105.40072274;1
7755362;2;1;1;105.40072274;2
7755364;1;1;1;92.870860626;1
7755364;2;1;1;92.870860626;2
7755369;1;1;1;121.36385057;1
7755369;2;1;1;121.36385057;2
7755412;1;1;1;149.82149167;1
7755412;2;1;1;149.82149167;2
7755415;1;1;1;188.08871671;1
7755415;2;1;1;188.08871671;2
7755438;1;1;1;191.56443757;1
7755438;2;1;1;191.56443757;2
7755461;1;1;1;236.07961285;1
7755461;2;1;1;236.07961285;2
7755481;1;1;1;719.54813857;1
7755481;2;1;1;719.54813857;2
7755502;1;1;1;570.10249376;1
7755502;2;1;1;570.10249376;2
7755517;1;1;1;228.56176849;1
7755517;2;1;1;228.56176849;2
7755519;1;1;1;270.54677859;1
7755519;2;1;1;270.54677859;2
7755540;1;1;1;301.47644362;1
7755540;2;1;1;301.47644362;2
7755600;1;1;1;71.798033835;2
7755600;2;1;1;71.798033835;4
7755600;3;1;1;71.798033835;5
7755602;1;1;1;67.70702061;1
7755602;2;1;1;67.70702061;2
7755648;1;1;1;65.874106611;1
7755648;2;1;1;65.874106611;2
7755652;1;1;1;97.232212949;1
7755652;2;1;1;97.232212949;2
7755660;1;1;1;308.37501715;1
7755660;2;1;1;308.37501715;2
7755681;1;1;1;432.96434211;1
7755681;2;1;1;432.96434211;2
7755688;1;1;1;239.16986025;1
7755688;2;1;1;239.16986025;5
7755768;1;1;1;122.03522189;1
7755768;2;1;1;122.03522189;2
7755780;1;1;1;115.87974268;1
7755780;2;1;1;115.87974268;2
7755846;1;1;1;1069.3592722;1
7755846;2;1;1;1069.3592722;2
7755858;1;1;1;1105.5536627;1
7755858;2;1;1;1105.5536627;2
7755873;1;1;1;22.075886474;1
7755873;2;1;1;22.075886474;2
7755880;1;1;1;22.056797837;1
7755880;2;1;1;22.056797837;2
7755887;1;1;1;205.13420899;1
7755887;2;1;1;205.13420899;2
7755907;1;1;1;101.78285194;1
7755907;2;1;1;101.78285194;2
7755908;1;1;1;271.60684157;1
7755908;2;1;1;271.60684157;2
7755912;1;1;1;122.03293165;1
7755912;2;1;1;122.03293165;2
7755920;1;1;1;141.23137129;1
7755920;2;1;1;141.23137129;2
7755924;1;1;1;176.99990213;2
7755924;2;1;1;176.99990213;3
7755924;3;1;1;176.99990213;4
7755957;1;1;1;14.054159162;1
7755957;2;1;1;14.054159162;2
7755961;1;1;1;12.758154333;1
7755961;2;1;1;12.758154333;2
7755976;1;1;1;163.3079876;1
7755976;2;1;1;163.3079876;2
7755978;1;1;1;217.56026412;1
7755978;2;1;1;217.56026412;2
7755978;3;1;1;217.56026412;3
7755978;4;1;1;217.56026412;4
7755978;5;1;1;217.56026412;5
7755993;1;1;1;160.08882143;1
7755993;2;1;1;160.08882143;2
7755993;3;1;1;160.08882143;3
7755999;1;1;1;151.68756897;1
7755999;2;1;1;151.68756897;2
7756002;1;1;1;151.68756897;1
7756002;2;1;1;151.68756897;2
7756024;1;1;1;79.819576398;1
7756024;2;1;1;79.819576398;2
7756025;1;1;1;81.77704502;1
7756025;2;1;1;81.77704502;2
7756060;1;1;1;139.39392521;1
7756060;2;1;1;139.39392521;2
7756112;1;1;1;116.70870572;1
7756112;2;1;1;116.70870572;2
7756158;1;1;1;97.217776965;1
7756158;2;1;1;97.217776965;2
7756172;1;1;1;129.97889146;2
7756172;2;1;1;129.97889146;3
7756172;3;1;1;129.97889146;4
7756230;1;1;1;112.54025203;1
7756230;2;1;1;112.54025203;2
7756247;1;1;1;155.8047075;1
7756247;2;1;1;155.8047075;2
7756255;1;1;1;96.903853109;1
7756255;2;1;1;96.903853109;2
7756275;1;1;1;110.59554381;1
7756275;2;1;1;110.59554381;2
7756307;1;1;1;113.71696892;1
7756307;2;1;1;113.71696892;2
7756307;3;1;1;113.71696892;3
7756308;1;1;1;121.65509819;1
7756308;2;1;1;121.65509819;2
7756314;1;1;1;160.86553601;1
7756314;2;1;1;160.86553601;2
7756472;1;1;1;220.51944783;1
7756472;2;1;1;220.51944783;2
7756474;1;1;1;210.48773638;1
7756474;2;1;1;210.48773638;2
7756477;1;1;1;236.98350827;1
7756477;2;1;1;236.98350827;2
7756482;1;1;1;231.02858331;1
7756482;2;1;1;231.02858331;2
7756491;1;1;1;179.07234545;1
7756491;2;1;1;179.07234545;2
7756506;1;1;1;138.37072224;1
7756506;2;1;1;138.37072224;2
7756516;1;1;1;209.95063956;1
7756516;2;1;1;209.95063956;2
7756604;1;1;1;297.26795594;1
7756604;2;1;1;297.26795594;2
7756618;1;1;1;352.03474744;1
7756618;2;1;1;352.03474744;2
7756628;1;1;1;224.56696027;1
7756628;2;1;1;224.56696027;2
7756630;1;1;1;254.36269427;1
7756630;2;1;1;254.36269427;2
7756630;3;1;1;254.36269427;3
7756630;4;1;1;254.36269427;4
7756631;1;1;1;225.6982507;1
7756631;2;1;1;225.6982507;2
7756674;1;1;1;25.605747407;1
7756674;2;1;1;25.605747407;2
7756723;1;1;1;2554.2665287;1
7756723;2;1;1;2554.2665287;2
7756755;1;1;1;1914.8766938;1
7756755;2;1;1;1914.8766938;2
7756765;1;1;1;2298.9140353;1
7756765;2;1;1;2298.9140353;2
7756774;1;1;1;1794.459507;1
7756774;2;1;1;1794.459507;2
7756779;1;1;1;1908.6269602;1
7756779;2;1;1;1908.6269602;2
7756786;1;1;1;152.66564432;1
7756786;2;1;1;152.66564432;2
7756792;1;1;1;435.43774661;1
7756792;2;1;1;435.43774661;2
7756793;1;1;1;505.97504315;1
7756793;2;1;1;505.97504315;2
7756898;2;1;1;313.99885575;2
7756898;1;1;1;313.99885575;1
7756907;1;1;1;404.69265887;1
7756907;2;1;1;404.69265887;2
7756914;1;1;1;192.70416802;1
7756914;2;1;1;192.70416802;2
7756964;1;1;1;100.27914502;1
7756964;2;1;1;100.27914502;2
7756966;1;1;1;195.30069975;1
7756966;2;1;1;195.30069975;2
7757033;1;1;1;159.76634354;1
7757033;2;1;1;159.76634354;2
7757078;1;1;1;278.8146147;1
7757078;2;1;1;278.8146147;2
7757107;1;1;1;159.67499543;1
7757107;2;1;1;159.67499543;2
7757167;1;1;1;171.98064343;1
7757167;2;1;1;171.98064343;2
7757356;1;1;1;214.09460312;1
7757356;2;1;1;214.09460312;2
7757383;1;1;1;133.46998387;1
7757383;2;1;1;133.46998387;2
7757616;1;1;1;1.9125435223;1
7757616;2;1;1;1.9125435223;2
7757636;1;1;1;5.5957408191;1
7757636;2;1;1;5.5957408191;2
7757636;3;1;1;5.5957408191;3
7757636;4;1;1;5.5957408191;4
7757694;1;1;1;14.022975165;1
7757694;2;1;1;14.022975165;2
7757721;1;1;1;14.375837622;1
7757721;2;1;1;14.375837622;2
7757732;1;1;1;12.416511343;1
7757732;2;1;1;12.416511343;2
7757848;1;1;1;9.0577133317;1
7757848;2;1;1;9.0577133317;2
7757862;1;1;1;31.973947875;1
7757862;2;1;1;31.973947875;2
7757863;1;1;1;23.092224389;1
7757863;2;1;1;23.092224389;2
7757865;1;1;1;12.98513924;1
7757865;2;1;1;12.98513924;2
7757884;1;1;1;17.383968369;1
7757884;2;1;1;17.383968369;2
7757891;1;1;1;20.811027815;1
7757891;2;1;1;20.811027815;2
7757892;1;1;1;15.705388294;1
7757892;2;1;1;15.705388294;2
7758223;1;1;1;95.487219809;1
7758223;2;1;1;95.487219809;2
7758232;1;1;1;101.95195236;1
7758232;2;1;1;101.95195236;2
7758331;1;1;1;570.21706813;1
7758331;2;1;1;570.21706813;2
7758333;1;1;1;651.54979748;1
7758333;2;1;1;651.54979748;2
7758344;1;1;1;597.40116739;1
7758344;2;1;1;597.40116739;2
7758346;1;1;1;579.56579356;1
7758346;2;1;1;579.56579356;2
7758359;1;1;1;96.611822642;1
7758359;2;1;1;96.611822642;2
7758359;3;1;1;96.611822642;3
7758364;1;1;1;678.27603978;1
7758364;2;1;1;678.27603978;2
7758374;1;1;1;767.09065002;1
7758374;2;1;1;767.09065002;2
7758417;1;1;1;323.66650906;1
7758417;2;1;1;323.66650906;2
7758460;1;1;1;568.37209172;1
7758460;2;1;1;568.37209172;2
7758496;1;1;1;71.740037966;1
7758496;2;1;1;71.740037966;2
7758503;1;1;1;58.218020378;1
7758503;2;1;1;58.218020378;2
7758503;3;1;1;58.218020378;3
7758503;4;1;1;58.218020378;4
7758547;1;1;1;122.65471269;2
7758547;2;1;1;122.65471269;1
7758827;1;1;1;270.55414198;1
7758827;2;1;1;270.55414198;2
7758831;1;1;1;277.03102571;1
7758831;2;1;1;277.03102571;2
7758840;1;1;1;140.35338953;1
7758840;2;1;1;140.35338953;2
7758844;1;1;1;339.03508448;1
7758844;2;1;1;339.03508448;2
7758870;1;1;1;245.61843168;1
7758870;2;1;1;245.61843168;2
7758999;1;1;1;189.08079703;1
7758999;2;1;1;189.08079703;2
7759024;1;1;1;131.89993173;1
7759024;2;1;1;131.89993173;2
7759028;1;1;1;181.99927905;1
7759028;2;1;1;181.99927905;2
7759028;3;1;1;181.99927905;3
7759028;4;1;1;181.99927905;4
7759031;1;1;1;183.56986391;1
7759031;2;1;1;183.56986391;2
7759066;1;1;1;53.397541441;1
7759066;2;1;1;53.397541441;2
7759100;1;1;1;30.351851903;1
7759100;2;1;1;30.351851903;2
7759143;1;1;1;160.65561323;1
7759143;2;1;1;160.65561323;2
7759153;1;1;1;166.11638078;1
7759153;2;1;1;166.11638078;2
7759153;3;1;1;166.11638078;3
7759156;1;1;1;196.63194478;1
7759156;2;1;1;196.63194478;2
7759156;3;1;1;196.63194478;3
7759156;4;1;1;196.63194478;4
7759184;1;1;1;333.65341492;2
7759184;2;1;1;333.65341492;3
7759224;1;1;1;24.752425448;1
7759224;2;1;1;24.752425448;2
7759231;1;1;1;53.152246707;1
7759231;2;1;1;53.152246707;2
7759289;1;1;1;514.29497135;1
7759289;2;1;1;514.29497135;2
7759324;1;1;1;261.75009396;1
7759324;2;1;1;261.75009396;2
7759330;1;1;1;232.66675019;1
7759330;2;1;1;232.66675019;2
7759337;1;1;1;160.4148997;1
7759337;2;1;1;160.4148997;2
7759368;1;1;1;57.401091732;1
7759368;2;1;1;57.401091732;2
7759382;1;1;1;22.7473618;1
7759382;2;1;1;22.7473618;2
7759384;1;1;1;38.884610221;1
7759384;2;1;1;38.884610221;2
7759393;1;1;1;99.269770865;1
7759393;2;1;1;99.269770865;2
7759426;1;1;1;309.85581261;1
7759426;2;1;1;309.85581261;2
7759427;1;1;1;254.25008382;1
7759427;2;1;1;254.25008382;2
7759439;1;1;1;27.735374355;1
7759439;2;1;1;27.735374355;2
7759455;1;1;1;143.02209778;1
7759455;2;1;1;143.02209778;2
7759471;1;1;1;73.115520877;1
7759471;2;1;1;73.115520877;2
7759499;1;1;1;157.82699384;1
7759499;2;1;1;157.82699384;2
7759502;1;1;1;71.287209222;1
7759502;2;1;1;71.287209222;2
7759502;3;1;1;71.287209222;3
7759509;1;1;1;148.48010174;1
7759509;2;1;1;148.48010174;2
7759529;1;1;1;133.63209157;1
7759529;2;1;1;133.63209157;2
7759553;1;1;1;9.6346556262;1
7759553;2;1;1;9.6346556262;2
7759605;1;1;1;144.67298498;1
7759605;2;1;1;144.67298498;2
7759618;1;1;1;331.43572151;1
7759618;2;1;1;331.43572151;2
7759623;1;1;1;392.59482759;1
7759623;2;1;1;392.59482759;2
7759626;1;1;1;185.37850101;1
7759626;2;1;1;185.37850101;2
7759655;1;1;1;23.709025377;1
7759655;2;1;1;23.709025377;2
7759681;1;1;1;24.052463448;1
7759681;2;1;1;24.052463448;2
7759719;1;1;1;69.166099203;1
7759719;2;1;1;69.166099203;2
7759803;1;1;1;58.321704557;1
7759803;2;1;1;58.321704557;2
7759854;1;1;1;449.61638344;1
7759854;2;1;1;449.61638344;2
7760197;1;1;1;8.9938977603;1
7760197;2;1;1;8.9938977603;2
7760212;1;1;1;6.5410165529;1
7760212;2;1;1;6.5410165529;2
7760341;1;1;1;4.5077666659;1
7760341;2;1;1;4.5077666659;2
7760344;1;1;1;18.932619997;1
7760344;2;1;1;18.932619997;2
7760345;1;1;1;4.5077666659;1
7760345;2;1;1;4.5077666659;2
7760364;1;1;1;20.825881997;1
7760364;2;1;1;20.825881997;2
7760377;1;1;1;2.6563104476;1
7760377;2;1;1;2.6563104476;2
7760479;1;1;1;5.0325749769;1
7760479;2;1;1;5.0325749769;2
7760480;1;1;1;6.9025841654;1
7760480;2;1;1;6.9025841654;2
7760593;1;1;1;44.089772759;1
7760593;2;1;1;44.089772759;2
7760624;1;1;1;69.991147317;1
7760624;2;1;1;69.991147317;2
7760647;1;1;1;27.148836875;1
7760647;2;1;1;27.148836875;2
7760679;1;1;1;31.957388302;1
7760679;2;1;1;31.957388302;2
7760683;1;1;1;28.324579471;1
7760683;2;1;1;28.324579471;2
7760760;1;1;1;267.15705956;1
7760760;2;1;1;267.15705956;2
7760771;1;1;1;337.31106578;1
7760771;2;1;1;337.31106578;2
7760805;1;1;1;238.74038379;1
7760805;2;1;1;238.74038379;2
7760805;3;1;1;238.74038379;3
7760805;4;1;1;238.74038379;5
7760805;5;1;1;238.74038379;6
7760806;1;1;1;257.90134581;1
7760806;2;1;1;257.90134581;2
7760807;1;1;1;299.39066958;1
7760807;2;1;1;299.39066958;2
7760811;1;1;1;306.29542529;1
7760811;2;1;1;306.29542529;2
7760853;1;1;1;267.1725222;1
7760853;2;1;1;267.1725222;2
7760854;1;1;1;374.5699835;1
7760854;2;1;1;374.5699835;2
7760854;3;1;1;374.5699835;3
7760854;4;1;1;374.5699835;4
7760856;1;1;1;306.98116362;1
7760856;2;1;1;306.98116362;2
7760857;1;1;1;365.30034799;1
7760857;2;1;1;365.30034799;2
7760858;1;1;1;332.52273242;1
7760858;2;1;1;332.52273242;2
7760863;1;1;1;262.24990856;1
7760863;2;1;1;262.24990856;2
7760885;1;1;1;97.908516491;1
7760885;2;1;1;97.908516491;2
7760904;1;1;1;254.28462017;1
7760904;2;1;1;254.28462017;2
7760914;1;1;1;331.79331871;1
7760914;2;1;1;331.79331871;2
7760918;1;1;1;331.69132298;1
7760918;2;1;1;331.69132298;2
7760921;1;1;1;243.13082581;1
7760921;2;1;1;243.13082581;2
7760953;1;1;1;97.135895027;1
7760953;2;1;1;97.135895027;2
7760979;1;1;1;59.321787231;1
7760979;2;1;1;59.321787231;2
7761013;1;1;1;18.824225987;1
7761013;2;1;1;18.824225987;2
7761016;1;1;1;9.4743953502;5
7761016;2;1;1;9.4743953502;6
7761024;1;1;1;11.564821623;1
7761024;2;1;1;11.564821623;2
7761055;1;1;1;17.385024713;1
7761055;2;1;1;17.385024713;2
7761063;1;1;1;135.24554964;1
7761063;2;1;1;135.24554964;2
7761082;1;1;1;109.9560263;1
7761082;2;1;1;109.9560263;2
7761083;1;1;1;140.18834365;1
7761083;2;1;1;140.18834365;2
7761107;1;1;1;167.02940369;1
7761107;2;1;1;167.02940369;2
7761111;1;1;1;136.63114256;1
7761111;2;1;1;136.63114256;2
7761113;1;1;1;145.99963375;1
7761113;2;1;1;145.99963375;2
7761124;1;1;1;107.44806193;1
7761124;2;1;1;107.44806193;2
7761125;1;1;1;123.95932564;1
7761125;2;1;1;123.95932564;2
7761208;1;1;1;38.968988384;1
7761208;2;1;1;38.968988384;2
7761245;1;1;1;64.735657377;1
7761245;2;1;1;64.735657377;2
7761372;1;1;1;216.20789704;1
7761372;2;1;1;216.20789704;2
7761381;1;1;1;278.65406807;1
7761381;2;1;1;278.65406807;2
7761424;1;1;1;306.52941214;1
7761424;2;1;1;306.52941214;2
7761460;1;1;1;263.53110584;1
7761460;2;1;1;263.53110584;2
7761462;1;1;1;309.41333773;1
7761462;2;1;1;309.41333773;2
7761483;1;1;1;252.17765626;1
7761483;2;1;1;252.17765626;2
7761487;1;1;1;220.26748695;1
7761487;2;1;1;220.26748695;2
7761498;1;1;1;225.78033474;1
7761498;2;1;1;225.78033474;2
7761502;1;1;1;243.44087019;1
7761502;2;1;1;243.44087019;2
7761541;1;1;1;234.5294318;1
7761541;2;1;1;234.5294318;2
7761550;1;1;1;216.20789704;1
7761550;2;1;1;216.20789704;2
